├gr┤cc»	freqContext	freqGram
├29┤6 »	3	76
├29┤^ »	3	76
├29┤«"»	3	76
├29┤®"»	3	76
├29┤®°»	3	76
├29┤ c»	2	76
├29┤ m»	2	76
├29┤ p»	2	76
├29┤ r»	2	76
├29┤ s»	2	76
├29┤**»	2	76
├29┤*°»	2	76
├29┤09»	2	76
├29┤4 »	2	76
├29┤^'»	2	76
├29┤ A»	1	76
├29┤ B»	1	76
├29┤ J»	1	76
├29┤ N»	1	76
├29┤ P»	1	76
├29┤ V»	1	76
├29┤ W»	1	76
├29┤ d»	1	76
├29┤ e»	1	76
├29┤ t»	1	76
├29┤''»	1	76
├29┤. »	1	76
├29┤05»	1	76
├29┤1 »	1	76
├29┤27»	1	76
├29┤4'»	1	76
├29┤4,»	1	76
├29┤44»	1	76
├29┤5 »	1	76
├29┤53»	1	76
├29┤59»	1	76
├29┤7 »	1	76
├29┤78»	1	76
├29┤8 »	1	76
├29┤^"»	1	76
├29┤^°»	1	76
├29┤«°»	1	76
├29┤«»»	1	76
├29┤®'»	1	76
├q ┤en»	7	76
├q ┤al»	5	76
├q ┤ha»	4	76
├q ┤in»	4	76
├q ┤na»	4	76
├q ┤vo»	4	76
├q ┤so»	3	76
├q ┤va»	3	76
├q ┤wa»	3	76
├q ┤di»	2	76
├q ┤ee»	2	76
├q ┤ge»	2	76
├q ┤of»	2	76
├q ┤on»	2	76
├q ┤te»	2	76
├q ┤uy»	2	76
├q ┤ve»	2	76
├q ┤(n»	1	76
├q ┤Do»	1	76
├q ┤So»	1	76
├q ┤X »	1	76
├q ┤ae»	1	76
├q ┤af»	1	76
├q ┤ba»	1	76
├q ┤be»	1	76
├q ┤by»	1	76
├q ┤ca»	1	76
├q ┤da»	1	76
├q ┤de»	1	76
├q ┤du»	1	76
├q ┤et»	1	76
├q ┤me»	1	76
├q ┤ni»	1	76
├q ┤op»	1	76
├q ┤si»	1	76
├q ┤st»	1	76
├q ┤su»	1	76
├q ┤ty»	1	76
├q ┤we»	1	76
├q ┤ü »	1	76
├Ki┤me»	35	75
├Ki┤st»	10	75
├Ki┤ts»	6	75
├Ki┤vi»	6	75
├Ki┤ev»	4	75
├Ki┤no»	2	75
├Ki┤el»	1	75
├Ki┤em»	1	75
├Ki┤la»	1	75
├Ki┤lc»	1	75
├Ki┤ls»	1	75
├Ki┤ma»	1	75
├Ki┤ng»	1	75
├Ki┤nv»	1	75
├Ki┤pa»	1	75
├Ki┤pp»	1	75
├Ki┤ss»	1	75
├Ki┤tj»	1	75
├tm┤oe»	21	75
├tm┤ae»	15	75
├tm┤an»	15	75
├tm┤al»	6	75
├tm┤at»	4	75
├tm┤ak»	3	75
├tm┤ee»	3	75
├tm┤ar»	2	75
├tm┤ac»	1	75
├tm┤ai»	1	75
├tm┤ga»	1	75
├tm┤gh»	1	75
├tm┤n »	1	75
├tm┤sc»	1	75
├ü.┤ E»	74	75
├ü.┤ '»	1	75
├ .┤..»	6	73
├ .┤. »	3	73
├ .┤ D»	2	73
├ .┤ O»	2	73
├ .┤ W»	2	73
├ .┤ d»	2	73
├ .┤ t»	2	73
├ .┤Ma»	2	73
├ .┤co»	2	73
├ .┤de»	2	73
├ .┤en»	2	73
├ .┤ 1»	1	73
├ .┤ 4»	1	73
├ .┤ 5»	1	73
├ .┤ E»	1	73
├ .┤ S»	1	73
├ .┤ V»	1	73
├ .┤ ^»	1	73
├ .┤ a»	1	73
├ .┤ c»	1	73
├ .┤ e»	1	73
├ .┤ h»	1	73
├ .┤ i»	1	73
├ .┤ l»	1	73
├ .┤ m»	1	73
├ .┤ n»	1	73
├ .┤ p»	1	73
├ .┤ s»	1	73
├ .┤ »»	1	73
├ .┤, »	1	73
├ .┤3V»	1	73
├ .┤Co»	1	73
├ .┤Pi»	1	73
├ .┤S4»	1	73
├ .┤Sa»	1	73
├ .┤^7»	1	73
├ .┤ac»	1	73
├ .┤an»	1	73
├ .┤da»	1	73
├ .┤di»	1	73
├ .┤ee»	1	73
├ .┤ma»	1	73
├ .┤ni»	1	73
├ .┤nu»	1	73
├ .┤on»	1	73
├ .┤oo»	1	73
├ .┤op»	1	73
├ .┤pa»	1	73
├ .┤po»	1	73
├ .┤ry»	1	73
├ .┤sc»	1	73
├ .┤sy»	1	73
├ .┤to»	1	73
├ .┤uy»	1	73
├ .┤ve»	1	73
├ .┤vo»	1	73
├ .┤we»	1	73
├. ┤de»	3	73
├. ┤10»	2	73
├. ┤8 »	2	73
├. ┤De»	2	73
├. ┤So»	2	73
├. ┤Vo»	2	73
├. ┤^ »	2	73
├. ┤co»	2	73
├. ┤f »	2	73
├. ┤ma»	2	73
├. ┤na»	2	73
├. ┤te»	2	73
├. ┤(?»	1	73
├. ┤18»	1	73
├. ┤2 »	1	73
├. ┤4 »	1	73
├. ┤42»	1	73
├. ┤5 »	1	73
├. ┤51»	1	73
├. ┤54»	1	73
├. ┤80»	1	73
├. ┤Ba»	1	73
├. ┤Ch»	1	73
├. ┤D'»	1	73
├. ┤Ee»	1	73
├. ┤He»	1	73
├. ┤Oj»	1	73
├. ┤Om»	1	73
├. ┤Op»	1	73
├. ┤Pu»	1	73
├. ┤Su»	1	73
├. ┤Ve»	1	73
├. ┤Wt»	1	73
├. ┤Wy»	1	73
├. ┤[L»	1	73
├. ┤ae»	1	73
├. ┤br»	1	73
├. ┤ca»	1	73
├. ┤da»	1	73
├. ┤do»	1	73
├. ┤en»	1	73
├. ┤fl»	1	73
├. ┤fo»	1	73
├. ┤ge»	1	73
├. ┤he»	1	73
├. ┤iV»	1	73
├. ┤in»	1	73
├. ┤ke»	1	73
├. ┤lo»	1	73
├. ┤me»	1	73
├. ┤mo»	1	73
├. ┤ne»	1	73
├. ┤of»	1	73
├. ┤pa»	1	73
├. ┤st»	1	73
├. ┤va»	1	73
├. ┤ve»	1	73
├. ┤vl»	1	73
├. ┤» »	1	73
├. ┤»w»	1	73
├Cr┤ay»	28	73
├Cr┤oo»	20	73
├Cr┤is»	6	73
├Cr┤ao»	5	73
├Cr┤us»	3	73
├Cr┤au»	2	73
├Cr┤om»	2	73
├Cr┤aw»	1	73
├Cr┤eu»	1	73
├Cr┤im»	1	73
├Cr┤on»	1	73
├Cr┤ou»	1	73
├Cr┤uy»	1	73
├Cr┤yn»	1	73
├sh┤al»	13	73
├sh┤ee»	13	73
├sh┤ey»	13	73
├sh┤oo»	12	73
├sh┤av»	4	73
├sh┤ou»	4	73
├sh┤uy»	3	73
├sh┤ag»	2	73
├sh┤an»	2	73
├sh┤ i»	1	73
├sh┤'l»	1	73
├sh┤ae»	1	73
├sh┤ar»	1	73
├sh┤ed»	1	73
├sh┤er»	1	73
├sh┤i »	1	73
├.E┤. »	30	72
├.E┤d.»	17	72
├.E┤d^»	8	72
├.E┤d*»	4	72
├.E┤.,»	3	72
├.E┤d'»	3	72
├.E┤ W»	1	72
├.E┤ h»	1	72
├.E┤.E»	1	72
├.E┤^ »	1	72
├.E┤d »	1	72
├.E┤d"»	1	72
├.E┤tl»	1	72
├Gh┤in»	39	72
├Gh┤er»	14	72
├Gh┤or»	8	72
├Gh┤ri»	4	72
├Gh┤il»	2	72
├Gh┤au»	1	72
├Gh┤ey»	1	72
├Gh┤ti»	1	72
├Gh┤yl»	1	72
├Gh┤ér»	1	72
├S'┤. »	66	72
├S'┤, »	3	72
├S'┤ K»	1	72
├S'┤ S»	1	72
├S'┤/s»	1	72
├ax┤am»	40	72
├ax┤ee»	13	72
├ax┤im»	6	72
├ax┤at»	4	72
├ax┤er»	3	72
├ax┤ 5»	1	72
├ax┤, »	1	72
├ax┤al»	1	72
├ax┤an»	1	72
├ax┤mi»	1	72
├ax┤t,»	1	72
├nf┤or»	37	72
├nf┤es»	7	72
├nf┤ir»	5	72
├nf┤ec»	3	72
├nf┤er»	3	72
├nf┤in»	2	72
├nf┤uy»	2	72
├nf┤yt»	2	72
├nf┤an»	1	72
├nf┤dc»	1	72
├nf┤ed»	1	72
├nf┤is»	1	72
├nf┤it»	1	72
├nf┤li»	1	72
├nf┤ln»	1	72
├nf┤lt»	1	72
├nf┤oi»	1	72
├nf┤ru»	1	72
├nf┤sc»	1	72
├t)┤, »	9	72
├t)┤ t»	7	72
├t)┤ n»	6	72
├t)┤ v»	6	72
├t)┤ g»	5	72
├t)┤ i»	5	72
├t)┤ w»	5	72
├t)┤ b»	4	72
├t)┤ d»	4	72
├t)┤ s»	4	72
├t)┤ o»	3	72
├t)┤ m»	2	72
├t)┤ '»	1	72
├t)┤ a»	1	72
├t)┤ c»	1	72
├t)┤ e»	1	72
├t)┤ j»	1	72
├t)┤ p»	1	72
├t)┤ r»	1	72
├t)┤ z»	1	72
├t)┤ ü»	1	72
├t)┤)o»	1	72
├t)┤; »	1	72
├t)┤ên»	1	72
├t.┤ J»	10	72
├t.┤ D»	6	72
├t.┤ S»	6	72
├t.┤ I»	5	72
├t.┤  »	4	72
├t.┤ A»	4	72
├t.┤ U»	4	72
├t.┤ T»	3	72
├t.┤ c»	3	72
├t.┤ G»	2	72
├t.┤ H»	2	72
├t.┤ l»	2	72
├t.┤ v»	2	72
├t.┤..»	2	72
├t.┤ (»	1	72
├t.┤ 2»	1	72
├t.┤ C»	1	72
├t.┤ E»	1	72
├t.┤ L»	1	72
├t.┤ P»	1	72
├t.┤ ^»	1	72
├t.┤ a»	1	72
├t.┤ d»	1	72
├t.┤ g»	1	72
├t.┤ h»	1	72
├t.┤ n»	1	72
├t.┤ w»	1	72
├t.┤ »»	1	72
├t.┤. »	1	72
├t.┤uy»	1	72
├t.┤we»	1	72
├nm┤ae»	24	71
├nm┤an»	6	71
├nm┤ac»	5	71
├nm┤ie»	5	71
├nm┤ia»	4	71
├nm┤og»	3	71
├nm┤ck»	2	71
├nm┤er»	2	71
├nm┤et»	2	71
├nm┤ii»	2	71
├nm┤it»	2	71
├nm┤ou»	2	71
├nm┤Ei»	1	71
├nm┤at»	1	71
├nm┤cs»	1	71
├nm┤cx»	1	71
├nm┤de»	1	71
├nm┤e »	1	71
├nm┤ee»	1	71
├nm┤en»	1	71
├nm┤is»	1	71
├nm┤oc»	1	71
├nm┤oe»	1	71
├nm┤yo»	1	71
├xc┤us»	45	71
├xc┤ep»	10	71
├xc┤ed»	5	71
├xc┤es»	5	71
├xc┤er»	2	71
├xc┤lu»	2	71
├xc┤el»	1	71
├xc┤uy»	1	71
├^^┤^ »	16	70
├^^┤ ^»	11	70
├^^┤^^»	8	70
├^^┤ b»	2	70
├^^┤ d»	2	70
├^^┤'^»	2	70
├^^┤9 »	2	70
├^^┤U »	2	70
├^^┤ (»	1	70
├^^┤ 8»	1	70
├^^┤ A»	1	70
├^^┤ P»	1	70
├^^┤ S»	1	70
├^^┤ c»	1	70
├^^┤ g»	1	70
├^^┤ r»	1	70
├^^┤ v»	1	70
├^^┤ w»	1	70
├^^┤ ®»	1	70
├^^┤ Ü»	1	70
├^^┤/3»	1	70
├^^┤6s»	1	70
├^^┤Vv»	1	70
├^^┤^U»	1	70
├^^┤el»	1	70
├^^┤en»	1	70
├^^┤i »	1	70
├^^┤j^»	1	70
├^^┤l »	1	70
├^^┤n »	1	70
├^^┤nd»	1	70
├^^┤ou»	1	70
├^^┤t »	1	70
├Fr┤an»	63	69
├Fr┤ed»	3	69
├Fr┤em»	2	69
├Fr┤èm»	1	69
├On┤ru»	34	68
├On┤de»	18	68
├On┤tr»	4	68
├On┤to»	3	68
├On┤se»	2	68
├On┤ a»	1	68
├On┤ae»	1	68
├On┤ga»	1	68
├On┤ie»	1	68
├On┤s »	1	68
├On┤tf»	1	68
├On┤ve»	1	68
├(s┤oo»	27	67
├(s┤yn»	20	67
├(s┤on»	11	67
├(s┤ie»	2	67
├(s┤ch»	1	67
├(s┤d'»	1	67
├(s┤po»	1	67
├(s┤pr»	1	67
├(s┤ta»	1	67
├(s┤ul»	1	67
├(s┤yu»	1	67
├ië┤nt»	35	67
├ië┤n »	25	67
├ië┤n,»	4	67
├ië┤le»	1	67
├ië┤re»	1	67
├ië┤te»	1	67
├x,┤ d»	34	67
├x,┤ s»	7	67
├x,┤ v»	6	67
├x,┤ m»	4	67
├x,┤ o»	3	67
├x,┤ w»	3	67
├x,┤ a»	2	67
├x,┤ '»	1	67
├x,┤ E»	1	67
├x,┤ b»	1	67
├x,┤ e»	1	67
├x,┤ g»	1	67
├x,┤ h»	1	67
├x,┤ j»	1	67
├x,┤ t»	1	67
├45┤ c»	7	66
├45┤ r»	6	66
├45┤0 »	5	66
├45┤ b»	4	66
├45┤ l»	4	66
├45┤ m»	3	66
├45┤ d»	2	66
├45┤ p»	2	66
├45┤ s»	2	66
├45┤ »»	2	66
├45┤4 »	2	66
├45┤74»	2	66
├45┤9 »	2	66
├45┤ :»	1	66
├45┤ L»	1	66
├45┤ S»	1	66
├45┤ j»	1	66
├45┤ o»	1	66
├45┤ v»	1	66
├45┤, »	1	66
├45┤00»	1	66
├45┤08»	1	66
├45┤2 »	1	66
├45┤30»	1	66
├45┤33»	1	66
├45┤6 »	1	66
├45┤6;»	1	66
├45┤7 »	1	66
├45┤71»	1	66
├45┤72»	1	66
├45┤8 »	1	66
├45┤80»	1	66
├45┤81»	1	66
├45┤: »	1	66
├45┤:5»	1	66
├45┤— »	1	66
├Bi┤an»	18	66
├Bi┤ng»	12	66
├Bi┤ma»	11	66
├Bi┤em»	5	66
├Bi┤da»	3	66
├Bi┤li»	3	66
├Bi┤di»	2	66
├Bi┤nc»	2	66
├Bi┤ch»	1	66
├Bi┤en»	1	66
├Bi┤ll»	1	66
├Bi┤me»	1	66
├Bi┤nl»	1	66
├Bi┤nn»	1	66
├Bi┤no»	1	66
├Bi┤nt»	1	66
├Bi┤ss»	1	66
├Bi┤tg»	1	66
├yp┤sk»	21	66
├yp┤en»	17	66
├yp┤ o»	3	66
├yp┤ v»	3	66
├yp┤ e»	2	66
├yp┤ g»	2	66
├yp┤, »	2	66
├yp┤ke»	2	66
├yp┤ b»	1	66
├yp┤ d»	1	66
├yp┤ i»	1	66
├yp┤ m»	1	66
├yp┤ t»	1	66
├yp┤ w»	1	66
├yp┤as»	1	66
├yp┤e »	1	66
├yp┤eo»	1	66
├yp┤er»	1	66
├yp┤ha»	1	66
├yp┤ou»	1	66
├yp┤st»	1	66
├yp┤t »	1	66
├ Z┤ee»	26	65
├ Z┤on»	6	65
├ Z┤uy»	6	65
├ Z┤ur»	3	65
├ Z┤ut»	3	65
├ Z┤% »	2	65
├ Z┤^^»	2	65
├ Z┤ay»	2	65
├ Z┤yn»	2	65
├ Z┤OU»	1	65
├ Z┤\ »	1	65
├ Z┤an»	1	65
├ Z┤er»	1	65
├ Z┤ie»	1	65
├ Z┤im»	1	65
├ Z┤in»	1	65
├ Z┤oi»	1	65
├ Z┤oo»	1	65
├ Z┤pe»	1	65
├ Z┤ul»	1	65
├ Z┤um»	1	65
├ Z┤un»	1	65
├41┤ s»	5	65
├41┤, »	4	65
├41┤ e»	3	65
├41┤ m»	3	65
├41┤ p»	3	65
├41┤1 »	3	65
├41┤ D»	2	65
├41┤ N»	2	65
├41┤ W»	2	65
├41┤ c»	2	65
├41┤01»	2	65
├41┤76»	2	65
├41┤ 2»	1	65
├41┤ 5»	1	65
├41┤ E»	1	65
├41┤ S»	1	65
├41┤ V»	1	65
├41┤ b»	1	65
├41┤ g»	1	65
├41┤ n»	1	65
├41┤ r»	1	65
├41┤'/»	1	65
├41┤..»	1	65
├41┤0 »	1	65
├41┤05»	1	65
├41┤1,»	1	65
├41┤16»	1	65
├41┤29»	1	65
├41┤36»	1	65
├41┤4 »	1	65
├41┤40»	1	65
├41┤42»	1	65
├41┤45»	1	65
├41┤56»	1	65
├41┤6 »	1	65
├41┤75»	1	65
├41┤78»	1	65
├41┤88»	1	65
├41┤9.»	1	65
├41┤94»	1	65
├41┤:1»	1	65
├41┤; »	1	65
├41┤V4»	1	65
├41┤^2»	1	65
├Au┤gu»	63	65
├Au┤ff»	1	65
├Au┤ki»	1	65
├fr┤eg»	16	65
├fr┤eq»	12	65
├fr┤uy»	8	65
├fr┤us»	6	65
├fr┤iv»	5	65
├fr┤on»	5	65
├fr┤au»	2	65
├fr┤ay»	2	65
├fr┤ey»	2	65
├fr┤ak»	1	65
├fr┤at»	1	65
├fr┤ec»	1	65
├fr┤ee»	1	65
├fr┤en»	1	65
├fr┤er»	1	65
├fr┤uc»	1	65
├n:┤  »	17	65
├n:┤ d»	7	65
├n:┤ 1»	5	65
├n:┤ 4»	5	65
├n:┤ 2»	4	65
├n:┤ e»	3	65
├n:┤ 3»	2	65
├n:┤ 5»	2	65
├n:┤ 6»	2	65
├n:┤ a»	2	65
├n:┤ i»	2	65
├n:┤ s»	2	65
├n:┤ t»	2	65
├n:┤ v»	2	65
├n:┤ '»	1	65
├n:┤ 8»	1	65
├n:┤ 9»	1	65
├n:┤ B»	1	65
├n:┤ S»	1	65
├n:┤ m»	1	65
├n:┤ w»	1	65
├n:┤ •»	1	65
├ën┤ti»	34	65
├ën┤ d»	4	65
├ën┤, »	4	65
├ën┤ e»	3	65
├ën┤ g»	3	65
├ën┤ i»	3	65
├ën┤ b»	2	65
├ën┤ v»	2	65
├ën┤ w»	2	65
├ën┤ S»	1	65
├ën┤ a»	1	65
├ën┤ n»	1	65
├ën┤ o»	1	65
├ën┤ r»	1	65
├ën┤ t»	1	65
├ën┤se»	1	65
├ën┤t »	1	65
├Or┤an»	53	64
├Or┤ix»	7	64
├Or┤ie»	3	64
├Or┤is»	1	64
├Ro┤ch»	16	64
├Ro┤tt»	7	64
├Ro┤me»	6	64
├Ro┤mm»	6	64
├Ro┤ya»	5	64
├Ro┤ss»	4	64
├Ro┤dr»	3	64
├Ro┤be»	2	64
├Ro┤ll»	2	64
├Ro┤ma»	2	64
├Ro┤. »	1	64
├Ro┤cb»	1	64
├Ro┤el»	1	64
├Ro┤em»	1	64
├Ro┤lc»	1	64
├Ro┤mb»	1	64
├Ro┤om»	1	64
├Ro┤ot»	1	64
├Ro┤sa»	1	64
├Ro┤tc»	1	64
├Ro┤ve»	1	64
├ds┤is»	41	64
├ds┤te»	4	64
├ds┤ho»	3	64
├ds┤ t»	2	64
├ds┤ 3»	1	64
├ds┤ g»	1	64
├ds┤, »	1	64
├ds┤^t»	1	64
├ds┤cb»	1	64
├ds┤ch»	1	64
├ds┤di»	1	64
├ds┤e »	1	64
├ds┤en»	1	64
├ds┤it»	1	64
├ds┤mu»	1	64
├ds┤ns»	1	64
├ds┤se»	1	64
├ds┤t »	1	64
├e)┤ m»	10	64
├e)┤ g»	6	64
├e)┤ a»	5	64
├e)┤ t»	5	64
├e)┤ o»	4	64
├e)┤ v»	4	64
├e)┤, »	4	64
├e)┤ b»	3	64
├e)┤ d»	3	64
├e)┤ h»	3	64
├e)┤ i»	3	64
├e)┤ n»	3	64
├e)┤ p»	3	64
├e)┤ e»	2	64
├e)┤ s»	2	64
├e)┤ M»	1	64
├e)┤ l»	1	64
├e)┤ u»	1	64
├e)┤ w»	1	64
├sj┤ou»	9	64
├sj┤en»	8	64
├sj┤ar»	6	64
├sj┤an»	5	64
├sj┤oc»	5	64
├sj┤e »	4	64
├sj┤es»	4	64
├sj┤ e»	2	64
├sj┤ t»	2	64
├sj┤ae»	2	64
├sj┤ W»	1	64
├sj┤ d»	1	64
├sj┤ h»	1	64
├sj┤ m»	1	64
├sj┤ n»	1	64
├sj┤ o»	1	64
├sj┤, »	1	64
├sj┤a »	1	64
├sj┤ac»	1	64
├sj┤al»	1	64
├sj┤ec»	1	64
├sj┤eh»	1	64
├sj┤ew»	1	64
├sj┤n »	1	64
├sj┤ob»	1	64
├sj┤on»	1	64
├sj┤te»	1	64
├Sy┤n »	39	63
├Sy┤mo»	9	63
├Sy┤nd»	4	63
├Sy┤ne»	3	63
├Sy┤ h»	2	63
├Sy┤ w»	2	63
├Sy┤ b»	1	63
├Sy┤ d»	1	63
├Sy┤mi»	1	63
├Sy┤nE»	1	63
├ej┤eg»	28	63
├ej┤ae»	16	63
├ej┤on»	4	63
├ej┤i »	3	63
├ej┤ac»	2	63
├ej┤ar»	2	63
├ej┤, »	1	63
├ej┤^t»	1	63
├ej┤ag»	1	63
├ej┤an»	1	63
├ej┤i,»	1	63
├ej┤tt»	1	63
├ej┤ud»	1	63
├ej┤yc»	1	63
├sk┤er»	36	63
├sk┤en»	22	63
├sk┤et»	2	63
├sk┤cr»	1	63
├sk┤it»	1	63
├sk┤ne»	1	63
├Ap┤ri»	62	62
├D'┤ o»	17	62
├D'┤ E»	16	62
├D'┤ a»	6	62
├D'┤ f»	3	62
├D'┤ j»	3	62
├D'┤ A»	2	62
├D'┤ D»	2	62
├D'┤ g»	2	62
├D'┤ i»	2	62
├D'┤ n»	2	62
├D'┤ b»	1	62
├D'┤ c»	1	62
├D'┤ h»	1	62
├D'┤ l»	1	62
├D'┤ m»	1	62
├D'┤ t»	1	62
├D'┤ v»	1	62
├Oc┤to»	50	62
├Oc┤lo»	4	62
├Oc┤at»	2	62
├Oc┤kn»	2	62
├Oc┤co»	1	62
├Oc┤on»	1	62
├Oc┤oy»	1	62
├Oc┤t.»	1	62
├35┤ r»	6	61
├35┤ a»	4	61
├35┤ c»	4	61
├35┤ s»	4	61
├35┤0 »	4	61
├35┤00»	4	61
├35┤ l»	3	61
├35┤ p»	3	61
├35┤8 »	3	61
├35┤6 »	2	61
├35┤ H»	1	61
├35┤ M»	1	61
├35┤ N»	1	61
├35┤ g»	1	61
├35┤ m»	1	61
├35┤ n»	1	61
├35┤ t»	1	61
├35┤ v»	1	61
├35┤ »»	1	61
├35┤1 »	1	61
├35┤12»	1	61
├35┤2 »	1	61
├35┤39»	1	61
├35┤5.»	1	61
├35┤5V»	1	61
├35┤6.»	1	61
├35┤60»	1	61
├35┤67»	1	61
├35┤68»	1	61
├35┤9 »	1	61
├35┤94»	1	61
├35┤:1»	1	61
├35┤:7»	1	61
├35┤^/»	1	61
├64┤1 »	12	61
├64┤0 »	8	61
├64┤1,»	4	61
├64┤0,»	3	61
├64┤81»	3	61
├64┤ f»	2	61
├64┤ s»	2	61
├64┤ A»	1	61
├64┤ V»	1	61
├64┤ b»	1	61
├64┤ c»	1	61
├64┤ d»	1	61
├64┤ m»	1	61
├64┤ p»	1	61
├64┤ r»	1	61
├64┤ «»	1	61
├64┤ »»	1	61
├64┤.9»	1	61
├64┤0.»	1	61
├64┤0;»	1	61
├64┤14»	1	61
├64┤15»	1	61
├64┤19»	1	61
├64┤1;»	1	61
├64┤35»	1	61
├64┤5 »	1	61
├64┤56»	1	61
├64┤6 »	1	61
├64┤61»	1	61
├64┤7 »	1	61
├64┤8 »	1	61
├64┤8.»	1	61
├64┤S »	1	61
├64┤iT»	1	61
├90┤0 »	11	61
├90┤ p»	8	61
├90┤00»	5	61
├90┤ r»	4	61
├90┤ c»	3	61
├90┤ m»	3	61
├90┤ g»	2	61
├90┤ k»	2	61
├90┤ l»	2	61
├90┤ s»	2	61
├90┤92»	2	61
├90┤ 8»	1	61
├90┤ V»	1	61
├90┤ a»	1	61
├90┤ b»	1	61
├90┤ d»	1	61
├90┤ e»	1	61
├90┤ f»	1	61
├90┤ v»	1	61
├90┤11»	1	61
├90┤2:»	1	61
├90┤53»	1	61
├90┤60»	1	61
├90┤63»	1	61
├90┤7—»	1	61
├90┤80»	1	61
├90┤; »	1	61
├90┤— »	1	61
├Fe┤br»	52	61
├Fe┤rn»	2	61
├Fe┤so»	2	61
├Fe┤by»	1	61
├Fe┤ly»	1	61
├Fe┤ra»	1	61
├Fe┤rm»	1	61
├Fe┤rr»	1	61
├Fi┤ra»	49	61
├Fi┤al»	5	61
├Fi┤da»	3	61
├Fi┤gu»	1	61
├Fi┤nd»	1	61
├Fi┤se»	1	61
├Fi┤ug»	1	61
├kl┤yc»	22	61
├kl┤ey»	6	61
├kl┤ e»	4	61
├kl┤, »	4	61
├kl┤e »	4	61
├kl┤ d»	2	61
├kl┤; »	2	61
├kl┤ae»	2	61
├kl┤en»	2	61
├kl┤uy»	2	61
├kl┤ '»	1	61
├kl┤ 2»	1	61
├kl┤ g»	1	61
├kl┤ h»	1	61
├kl┤ i»	1	61
├kl┤ w»	1	61
├kl┤. »	1	61
├kl┤e;»	1	61
├kl┤ee»	1	61
├kl┤er»	1	61
├kl┤oo»	1	61
├r;┤ d»	23	61
├r;┤  »	6	61
├r;┤ s»	6	61
├r;┤ w»	5	61
├r;┤ e»	3	61
├r;┤ h»	3	61
├r;┤ i»	2	61
├r;┤ m»	2	61
├r;┤ n»	2	61
├r;┤ (»	1	61
├r;┤ S»	1	61
├r;┤ a»	1	61
├r;┤ b»	1	61
├r;┤ c»	1	61
├r;┤ g»	1	61
├r;┤ l»	1	61
├r;┤ v»	1	61
├r;┤da»	1	61
├Ie┤ v»	14	60
├Ie┤ s»	9	60
├Ie┤ b»	7	60
├Ie┤ g»	4	60
├Ie┤r »	4	60
├Ie┤ h»	3	60
├Ie┤ w»	3	60
├Ie┤ M»	2	60
├Ie┤ c»	2	60
├Ie┤ l»	2	60
├Ie┤ m»	2	60
├Ie┤ n»	2	60
├Ie┤ a»	1	60
├Ie┤ d»	1	60
├Ie┤ r»	1	60
├Ie┤ t»	1	60
├Ie┤De»	1	60
├Ie┤ms»	1	60
├p"┤. »	26	59
├p"┤ c»	3	59
├p"┤ e»	3	59
├p"┤ g»	3	59
├p"┤ b»	2	59
├p"┤ h»	2	59
├p"┤ i»	2	59
├p"┤ l»	2	59
├p"┤ v»	2	59
├p"┤" »	2	59
├p"┤*.»	2	59
├p"┤^ »	2	59
├p"┤ d»	1	59
├p"┤ j»	1	59
├p"┤ o»	1	59
├p"┤ p»	1	59
├p"┤ s»	1	59
├p"┤ t»	1	59
├p"┤ w»	1	59
├p"┤.,»	1	59
├34┤ r»	5	58
├34┤2 »	4	58
├34┤5 »	4	58
├34┤ C»	2	58
├34┤ S»	2	58
├34┤ V»	2	58
├34┤ c»	2	58
├34┤ m»	2	58
├34┤ s»	2	58
├34┤0 »	2	58
├34┤0.»	2	58
├34┤^2»	2	58
├34┤ H»	1	58
├34┤ b»	1	58
├34┤ d»	1	58
├34┤ k»	1	58
├34┤ p»	1	58
├34┤"/»	1	58
├34┤'/»	1	58
├34┤, »	1	58
├34┤08»	1	58
├34┤0:»	1	58
├34┤1 »	1	58
├34┤17»	1	58
├34┤3,»	1	58
├34┤3.»	1	58
├34┤4 »	1	58
├34┤41»	1	58
├34┤45»	1	58
├34┤47»	1	58
├34┤57»	1	58
├34┤7)»	1	58
├34┤74»	1	58
├34┤80»	1	58
├34┤98»	1	58
├34┤: »	1	58
├34┤; »	1	58
├34┤I>»	1	58
├34┤^1»	1	58
├oU┤an»	29	58
├oU┤en»	6	58
├oU┤ad»	4	58
├oU┤e »	3	58
├oU┤ic»	3	58
├oU┤on»	3	58
├oU┤eb»	2	58
├oU┤eg»	2	58
├oU┤a »	1	58
├oU┤a,»	1	58
├oU┤ek»	1	58
├oU┤ew»	1	58
├oU┤na»	1	58
├oU┤oe»	1	58
├p«┤« »	13	58
├p«┤» »	6	58
├p«┤ s»	5	58
├p«┤. »	5	58
├p«┤ t»	4	58
├p«┤ v»	4	58
├p«┤ g»	3	58
├p«┤" »	3	58
├p«┤ e»	2	58
├p«┤ w»	2	58
├p«┤* »	2	58
├p«┤, »	2	58
├p«┤^ »	2	58
├p«┤ d»	1	58
├p«┤ i»	1	58
├p«┤ j»	1	58
├p«┤® »	1	58
├p«┤».»	1	58
├rk┤en»	26	58
├rk┤ee»	12	58
├rk┤er»	3	58
├rk┤ie»	2	58
├rk┤oo»	2	58
├rk┤ 5»	1	58
├rk┤ g»	1	58
├rk┤ i»	1	58
├rk┤ n»	1	58
├rk┤)g»	1	58
├rk┤, »	1	58
