«cc├gra┤	freqContext	freqGram
«ke├nt;┤	6	39
«la├nt;┤	5	39
«oo├nt;┤	5	39
«ta├nt;┤	4	39
«co├nt;┤	2	39
«ie├nt;┤	2	39
«ma├nt;┤	2	39
«na├nt;┤	2	39
«ae├nt;┤	1	39
«ba├nt;┤	1	39
«ee├nt;┤	1	39
«ge├nt;┤	1	39
«gi├nt;┤	1	39
«ra├nt;┤	1	39
«se├nt;┤	1	39
«so├nt;┤	1	39
«te├nt;┤	1	39
«vo├nt;┤	1	39
«wa├nt;┤	1	39
« v├olt┤	14	39
«rw├olt┤	10	39
« r├olt┤	3	39
«er├olt┤	3	39
« S├olt┤	2	39
« p├olt┤	2	39
«ev├olt┤	2	39
« P├olt┤	1	39
«nv├olt┤	1	39
«sm├olt┤	1	39
« o├pde┤	25	39
« e├pde┤	7	39
« s├pde┤	3	39
« O├pde┤	1	39
«be├pde┤	1	39
«hi├pde┤	1	39
«ro├pde┤	1	39
«n ├sub┤	24	39
«e ├sub┤	9	39
«r ├sub┤	3	39
«t ├sub┤	2	39
«ge├sub┤	1	39
«ro├tes┤	14	39
«or├tes┤	7	39
«e ├tes┤	5	39
«at├tes┤	2	39
«et├tes┤	2	39
«t ├tes┤	2	39
«al├tes┤	1	39
«m ├tes┤	1	39
«ms├tes┤	1	39
«n ├tes┤	1	39
«oe├tes┤	1	39
«on├tes┤	1	39
«ur├tes┤	1	39
«e ├wal┤	22	39
« s├wal┤	5	39
«n ├wal┤	3	39
«r ├wal┤	2	39
«, ├wal┤	1	39
«; ├wal┤	1	39
«ag├wal┤	1	39
«ly├wal┤	1	39
«ne├wal┤	1	39
«p ├wal┤	1	39
«yn├wal┤	1	39
«en├ (v┤	8	38
«de├ (v┤	4	38
«ch├ (v┤	2	38
«er├ (v┤	2	38
«".├ (v┤	1	38
«.,├ (v┤	1	38
«as├ (v┤	1	38
«dt├ (v┤	1	38
«em├ (v┤	1	38
«ge├ (v┤	1	38
«gh├ (v┤	1	38
«ht├ (v┤	1	38
«ie├ (v┤	1	38
«ke├ (v┤	1	38
«le├ (v┤	1	38
«lt├ (v┤	1	38
«ns├ (v┤	1	38
«nu├ (v┤	1	38
«o.├ (v┤	1	38
«ou├ (v┤	1	38
«pa├ (v┤	1	38
«rs├ (v┤	1	38
«ve├ (v┤	1	38
«ye├ (v┤	1	38
«yn├ (v┤	1	38
«yt├ (v┤	1	38
«an├ /*┤	18	38
«de├ /*┤	5	38
«en├ /*┤	4	38
«ls├ /*┤	2	38
«rt├ /*┤	2	38
«te├ /*┤	2	38
«cn├ /*┤	1	38
«eu├ /*┤	1	38
«ff├ /*┤	1	38
«lt├ /*┤	1	38
«nt├ /*┤	1	38
«de├ Ru┤	13	38
«yt├ Ru┤	6	38
«en├ Ru┤	5	38
«d'├ Ru┤	2	38
«es├ Ru┤	2	38
«an├ Ru┤	1	38
«er├ Ru┤	1	38
«ff├ Ru┤	1	38
«in├ Ru┤	1	38
«ip├ Ru┤	1	38
«le├ Ru┤	1	38
«n,├ Ru┤	1	38
«ne├ Ru┤	1	38
«p,├ Ru┤	1	38
«r,├ Ru┤	1	38
«n,├ it┤	6	38
« ;├ it┤	4	38
«t;├ it┤	4	38
«k,├ it┤	2	38
«n;├ it┤	2	38
«s,├ it┤	2	38
«42├ it┤	1	38
«^;├ it┤	1	38
«^°├ it┤	1	38
«a;├ it┤	1	38
«as├ it┤	1	38
«c,├ it┤	1	38
«cr├ it┤	1	38
«d;├ it┤	1	38
«e,├ it┤	1	38
«e:├ it┤	1	38
«en├ it┤	1	38
«gh├ it┤	1	38
«ie├ it┤	1	38
«l;├ it┤	1	38
«o,├ it┤	1	38
«rs├ it┤	1	38
«t,├ it┤	1	38
«tc├ it┤	1	38
«n ├(so┤	12	38
«t ├(so┤	6	38
«e ├(so┤	4	38
«r ├(so┤	3	38
«^ ├(so┤	2	38
«h ├(so┤	2	38
«k ├(so┤	2	38
«s ├(so┤	2	38
«, ├(so┤	1	38
«l ├(so┤	1	38
«m ├(so┤	1	38
«u ├(so┤	1	38
«® ├(so┤	1	38
«t ├45 ┤	15	38
«e ├45 ┤	6	38
«, ├45 ┤	3	38
« 1├45 ┤	2	38
« 3├45 ┤	2	38
« 2├45 ┤	1	38
« 9├45 ┤	1	38
«03├45 ┤	1	38
«13├45 ┤	1	38
«16├45 ┤	1	38
«34├45 ┤	1	38
«4 ├45 ┤	1	38
«a ├45 ┤	1	38
«n ├45 ┤	1	38
«s ├45 ┤	1	38
«r ├Dom┤	7	38
«n ├Dom┤	6	38
«^ ├Dom┤	5	38
«, ├Dom┤	4	38
«. ├Dom┤	4	38
«e ├Dom┤	4	38
«t ├Dom┤	3	38
«l ├Dom┤	2	38
«2 ├Dom┤	1	38
«; ├Dom┤	1	38
«k ├Dom┤	1	38
«n ├Ger┤	16	38
«, ├Ger┤	8	38
«p ├Ger┤	4	38
«t ├Ger┤	3	38
«. ├Ger┤	2	38
«e ├Ger┤	1	38
«f ├Ger┤	1	38
«m ├Ger┤	1	38
«r ├Ger┤	1	38
«t-├Ger┤	1	38
«bh├aar┤	17	38
«ld├aar┤	4	38
« d├aar┤	3	38
« m├aar┤	3	38
« v├aar┤	2	38
« w├aar┤	2	38
«rw├aar┤	2	38
« H├aar┤	1	38
« M├aar┤	1	38
«.M├aar┤	1	38
«ch├aar┤	1	38
«kb├aar┤	1	38
« G├amr┤	33	38
« n├amr┤	4	38
« N├amr┤	1	38
«0 ├bah┤	21	38
«e ├bah┤	6	38
«2 ├bah┤	3	38
«5 ├bah┤	3	38
«4 ├bah┤	2	38
«' ├bah┤	1	38
«7 ├bah┤	1	38
«t ├bah┤	1	38
«ni├chd┤	12	38
«oo├chd┤	7	38
«ae├chd┤	5	38
«eu├chd┤	3	38
«di├chd┤	2	38
«li├chd┤	2	38
«ol├chd┤	2	38
«ti├chd┤	2	38
«ee├chd┤	1	38
«ey├chd┤	1	38
«la├chd┤	1	38
«an├dar┤	26	38
«n ├dar┤	5	38
«e ├dar┤	2	38
«' ├dar┤	1	38
«)e├dar┤	1	38
«ce├dar┤	1	38
«sy├dar┤	1	38
«t ├dar┤	1	38
«ri├efl┤	9	38
«le├efl┤	4	38
« n├efl┤	3	38
«er├efl┤	3	38
«la├efl┤	3	38
« h├efl┤	2	38
«en├efl┤	2	38
«ge├efl┤	2	38
«li├efl┤	2	38
«eK├efl┤	1	38
«eo├efl┤	1	38
«he├efl┤	1	38
«ho├efl┤	1	38
«hè├efl┤	1	38
«ii├efl┤	1	38
«lt├efl┤	1	38
«n ├efl┤	1	38
«sc├hui┤	24	38
«e ├hui┤	3	38
«s ├hui┤	3	38
«r ├hui┤	2	38
«t ├hui┤	2	38
«" ├hui┤	1	38
«' ├hui┤	1	38
«l ├hui┤	1	38
«n ├hui┤	1	38
« c├lap┤	14	38
« s├lap┤	6	38
«si├lap┤	4	38
«e ├lap┤	2	38
«n ├lap┤	2	38
«rc├lap┤	2	38
« C├lap┤	1	38
« a├lap┤	1	38
«. ├lap┤	1	38
«Pa├lap┤	1	38
«ar├lap┤	1	38
«le├lap┤	1	38
«t ├lap┤	1	38
«ts├lap┤	1	38
« b├lau┤	8	38
«n ├lau┤	6	38
«ge├lau┤	3	38
«mb├lau┤	3	38
« B├lau┤	2	38
« f├lau┤	2	38
«er├lau┤	2	38
«s ├lau┤	2	38
« c├lau┤	1	38
«2 ├lau┤	1	38
«h ├lau┤	1	38
«ma├lau┤	1	38
«pa├lau┤	1	38
«r ├lau┤	1	38
«rs├lau┤	1	38
«sa├lau┤	1	38
«sb├lau┤	1	38
«t ├lau┤	1	38
«oo├mam┤	16	38
«Wa├mam┤	4	38
« I├mam┤	3	38
«7 ├mam┤	3	38
«0 ├mam┤	2	38
«2 ├mam┤	2	38
«S ├mam┤	2	38
«4 ├mam┤	1	38
«6 ├mam┤	1	38
«9 ├mam┤	1	38
«a ├mam┤	1	38
«am├mam┤	1	38
«i ├mam┤	1	38
«co├mt,┤	22	38
«oe├mt,┤	6	38
«ae├mt,┤	5	38
«ee├mt,┤	2	38
«el├mt,┤	1	38
«or├mt,┤	1	38
«uy├mt,┤	1	38
«co├nfo┤	14	38
« i├nfo┤	9	38
«ei├nfo┤	6	38
«'i├nfo┤	5	38
«or├nfo┤	2	38
«Lo├nfo┤	1	38
«ra├nfo┤	1	38
«ra├nsp┤	18	38
«ae├nsp┤	9	38
«ge├nsp┤	6	38
« i├nsp┤	2	38
« v├nsp┤	1	38
«he├nsp┤	1	38
«ma├nsp┤	1	38
«eh├olp┤	18	38
« D├olp┤	16	38
« s├olp┤	3	38
« C├olp┤	1	38
« v├oug┤	8	38
«en├oug┤	6	38
«nv├oug┤	4	38
«vr├oug┤	3	38
« B├oug┤	2	38
«sl├oug┤	2	38
«sn├oug┤	2	38
« T├oug┤	1	38
« Y├oug┤	1	38
« d├oug┤	1	38
« j├oug┤	1	38
«Cr├oug┤	1	38
«cr├oug┤	1	38
«el├oug┤	1	38
«ev├oug┤	1	38
«pl├oug┤	1	38
«rv├oug┤	1	38
«ub├oug┤	1	38
«ve├rbl┤	36	38
«oo├rbl┤	2	38
«ee├rl ┤	21	38
«oe├rl ┤	3	38
«co├rl ┤	2	38
«oo├rl ┤	2	38
«ae├rl ┤	1	38
«de├rl ┤	1	38
«fo├rl ┤	1	38
«ie├rl ┤	1	38
«so├rl ┤	1	38
«te├rl ┤	1	38
«uy├rl ┤	1	38
«ve├rl ┤	1	38
«wa├rl ┤	1	38
«we├rl ┤	1	38
« J├uny┤	36	38
«go├uny┤	2	38
« o├uts┤	10	38
«rm├uts┤	8	38
«go├uts┤	7	38
«to├uts┤	3	38
« m├uts┤	2	38
«ch├uts┤	2	38
«la├uts┤	2	38
«gö├uts┤	1	38
«ha├uts┤	1	38
«po├uts┤	1	38
«ya├uts┤	1	38
«er├vat┤	10	38
«0 ├vat┤	6	38
«e ├vat┤	3	38
«nt├vat┤	3	38
«6 ├vat┤	2	38
«h ├vat┤	2	38
«n ├vat┤	2	38
«t ├vat┤	2	38
«1 ├vat┤	1	38
«2 ├vat┤	1	38
«3 ├vat┤	1	38
«4 ├vat┤	1	38
«ge├vat┤	1	38
«he├vat┤	1	38
«k ├vat┤	1	38
«se├vat┤	1	38
«ma├yo,┤	33	38
«Ma├yo,┤	2	38
«le├yo,┤	1	38
«na├yo,┤	1	38
«nm├yo,┤	1	38
«an├ Tw┤	33	37
«en├ Tw┤	2	37
«ft├ Tw┤	1	37
«yt├ Tw┤	1	37
«re├ sn┤	19	37
«te├ sn┤	6	37
« 2├ sn┤	2	37
«en├ sn┤	2	37
«er├ sn┤	2	37
«or├ sn┤	2	37
«at├ sn┤	1	37
«de├ sn┤	1	37
«he├ sn┤	1	37
«n,├ sn┤	1	37
«t ├Bar┤	9	37
«n ├Bar┤	8	37
«, ├Bar┤	6	37
«e ├Bar┤	6	37
«r ├Bar┤	4	37
«s ├Bar┤	3	37
«. ├Bar┤	1	37
«n ├In ┤	16	37
«. ├In ┤	6	37
«t ├In ┤	5	37
«c ├In ┤	2	37
«l ├In ┤	2	37
«: ├In ┤	1	37
«L ├In ┤	1	37
«e ├In ┤	1	37
«h ├In ┤	1	37
«y ├In ┤	1	37
«» ├In ┤	1	37
«ss├aho┤	26	37
« M├aho┤	4	37
« L├aho┤	2	37
« m├aho┤	2	37
« H├aho┤	1	37
«Kh├aho┤	1	37
«lk├aho┤	1	37
«ac├ao ┤	27	37
«cc├ao ┤	8	37
«al├ao ┤	1	37
«il├ao ┤	1	37
«am├ba ┤	19	37
«om├ba ┤	5	37
«Sa├ba ┤	2	37
«im├ba ┤	2	37
«Am├ba ┤	1	37
«Ja├ba ┤	1	37
«co├ba ┤	1	37
«in├ba ┤	1	37
«la├ba ┤	1	37
«ma├ba ┤	1	37
«na├ba ┤	1	37
«ni├ba ┤	1	37
«ou├ba ┤	1	37
«ge├deb┤	17	37
«e ├deb┤	6	37
«me├deb┤	5	37
«t ├deb┤	3	37
«n ├deb┤	2	37
«; ├deb┤	1	37
«ee├deb┤	1	37
«p ├deb┤	1	37
«r ├deb┤	1	37
«nt├dec┤	11	37
«be├dec┤	9	37
«ge├dec┤	8	37
«e ├dec┤	2	37
«er├dec┤	1	37
«l ├dec┤	1	37
«lt├dec┤	1	37
«me├dec┤	1	37
«n ├dec┤	1	37
«nl├dec┤	1	37
«ro├dec┤	1	37
«er├dye┤	34	37
«ef├dye┤	1	37
«en├dye┤	1	37
«ol├dye┤	1	37
«yn├icb┤	7	37
«es├icb┤	3	37
« l├icb┤	2	37
«an├icb┤	2	37
«dr├icb┤	2	37
«ed├icb┤	2	37
«en├icb┤	2	37
«ht├icb┤	2	37
«od├icb┤	2	37
«rr├icb┤	2	37
«st├icb┤	2	37
« s├icb┤	1	37
«ar├icb┤	1	37
«bt├icb┤	1	37
«ew├icb┤	1	37
«ll├icb┤	1	37
«nd├icb┤	1	37
«ns├icb┤	1	37
«rs├icb┤	1	37
«yt├icb┤	1	37
«om├me,┤	14	37
«am├me,┤	6	37
«ee├me,┤	4	37
«ua├me,┤	3	37
«na├me,┤	2	37
«oo├me,┤	2	37
«ae├me,┤	1	37
«ho├me,┤	1	37
«ni├me,┤	1	37
«né├me,┤	1	37
«ti├me,┤	1	37
«tu├me,┤	1	37
«ro├ocq┤	15	37
«tr├ocq┤	13	37
«lo├ocq┤	4	37
« C├ocq┤	2	37
«Bl├ocq┤	1	37
«mb├ocq┤	1	37
«nt├ocq┤	1	37
«ep├osi┤	15	37
«sp├osi┤	13	37
«mp├osi┤	2	37
«rp├osi┤	2	37
« c├osi┤	1	37
«br├osi┤	1	37
«er├osi┤	1	37
«ip├osi┤	1	37
«pp├osi┤	1	37
«ve├rba┤	16	37
«ee├rba┤	5	37
«de├rba┤	4	37
«Be├rba┤	3	37
«Su├rba┤	2	37
«ie├rba┤	2	37
«oo├rba┤	2	37
«Ba├rba┤	1	37
«To├rba┤	1	37
«te├rba┤	1	37
«wa├s; ┤	17	37
« i├s; ┤	7	37
«je├s; ┤	2	37
«ry├s; ┤	2	37
«ee├s; ┤	1	37
«el├s; ┤	1	37
«en├s; ┤	1	37
«er├s; ┤	1	37
«ie├s; ┤	1	37
«or├s; ┤	1	37
«rt├s; ┤	1	37
«to├s; ┤	1	37
«yn├s; ┤	1	37
«ee├twa┤	17	37
«os├twa┤	4	37
«an├twa┤	2	37
«e ├twa┤	2	37
«es├twa┤	2	37
«n ├twa┤	2	37
«uy├twa┤	2	37
«et├twa┤	1	37
«il├twa┤	1	37
«in├twa┤	1	37
«l ├twa┤	1	37
«or├twa┤	1	37
«t ├twa┤	1	37
« Q├uim┤	36	37
« q├uim┤	1	37
«Po├ulo┤	14	37
«lo├ulo┤	6	37
«ro├ulo┤	4	37
«Pa├ulo┤	2	37
«co├ulo┤	2	37
«go├ulo┤	2	37
« P├ulo┤	1	37
«Bo├ulo┤	1	37
«Ca├ulo┤	1	37
«Ho├ulo┤	1	37
«No├ulo┤	1	37
«So├ulo┤	1	37
«ho├ulo┤	1	37
« p├unc┤	13	37
« d├unc┤	8	37
«td├unc┤	6	37
« P├unc┤	5	37
«Tr├unc┤	2	37
«dj├unc┤	1	37
«ld├unc┤	1	37
«nn├unc┤	1	37
«mo├uso┤	19	37
«So├uso┤	14	37
« q├uso┤	1	37
«ll├uso┤	1	37
«oc├uso┤	1	37
«oo├uso┤	1	37
«lo├yee┤	15	37
«vo├yee┤	12	37
« b├yee┤	6	37
«la├yee┤	2	37
«ro├yee┤	2	37
«an├ 34┤	6	36
«de├ 34┤	5	36
«et├ 34┤	5	36
«er├ 34┤	4	36
«en├ 34┤	3	36
«d'├ 34┤	2	36
«in├ 34┤	2	36
«ot├ 34┤	2	36
« /├ 34┤	1	36
«De├ 34┤	1	36
«h.├ 34┤	1	36
«ls├ 34┤	1	36
«or├ 34┤	1	36
«s,├ 34┤	1	36
«te├ 34┤	1	36
«ae├ Pu┤	5	36
«ht├ Pu┤	5	36
«en├ Pu┤	4	36
«er├ Pu┤	4	36
«or├ Pu┤	4	36
«de├ Pu┤	3	36
«an├ Pu┤	2	36
« .├ Pu┤	1	36
«in├ Pu┤	1	36
«io├ Pu┤	1	36
«rt├ Pu┤	1	36
«s.├ Pu┤	1	36
«ta├ Pu┤	1	36
«te├ Pu┤	1	36
«ts├ Pu┤	1	36
«yn├ Pu┤	1	36
«en├ ^ ┤	3	36
«n.├ ^ ┤	3	36
« .├ ^ ┤	2	36
«24├ ^ ┤	2	36
«de├ ^ ┤	2	36
«s.├ ^ ┤	2	36
«te├ ^ ┤	2	36
« /├ ^ ┤	1	36
« •├ ^ ┤	1	36
«.,├ ^ ┤	1	36
«72├ ^ ┤	1	36
«^^├ ^ ┤	1	36
«an├ ^ ┤	1	36
«c,├ ^ ┤	1	36
«ek├ ^ ┤	1	36
«et├ ^ ┤	1	36
«n,├ ^ ┤	1	36
«ne├ ^ ┤	1	36
«nt├ ^ ┤	1	36
«ot├ ^ ┤	1	36
«re├ ^ ┤	1	36
«rs├ ^ ┤	1	36
«rt├ ^ ┤	1	36
«s:├ ^ ┤	1	36
«t.├ ^ ┤	1	36
«t:├ ^ ┤	1	36
«tc├ ^ ┤	1	36
«en├ ef┤	9	36
«in├ ef┤	5	36
«er├ ef┤	4	36
«le├ ef┤	2	36
«p^├ ef┤	2	36
«'t├ ef┤	1	36
«^'├ ef┤	1	36
«^^├ ef┤	1	36
«d'├ ef┤	1	36
«de├ ef┤	1	36
«fs├ ef┤	1	36
«gh├ ef┤	1	36
«ke├ ef┤	1	36
«ls├ ef┤	1	36
«n,├ ef┤	1	36
«nt├ ef┤	1	36
«p"├ ef┤	1	36
«p»├ ef┤	1	36
«®'├ ef┤	1	36
«, ├120┤	7	36
«t ├120┤	7	36
«n ├120┤	6	36
«e ├120┤	4	36
«/ ├120┤	2	36
«s ├120┤	2	36
« 1├120┤	1	36
«10├120┤	1	36
«40├120┤	1	36
«: ├120┤	1	36
«a ├120┤	1	36
«j ├120┤	1	36
«« ├120┤	1	36
«» ├120┤	1	36
«e ├26 ┤	9	36
«t ├26 ┤	6	36
«p ├26 ┤	4	36
« 2├26 ┤	3	36
«a ├26 ┤	3	36
«n ├26 ┤	3	36
« 1├26 ┤	2	36
«, ├26 ┤	1	36
«0 ├26 ┤	1	36
«54├26 ┤	1	36
«i ├26 ┤	1	36
«o ├26 ┤	1	36
«s ├26 ┤	1	36
«t ├Cra┤	11	36
«n ├Cra┤	9	36
«e ├Cra┤	7	36
«k ├Cra┤	2	36
«m ├Cra┤	2	36
«r ├Cra┤	2	36
«, ├Cra┤	1	36
«c ├Cra┤	1	36
«s ├Cra┤	1	36
«n ├Ed ┤	22	36
«. ├Ed ┤	8	36
« '├Ed ┤	1	36
«U ├Ed ┤	1	36
«U.├Ed ┤	1	36
«e ├Ed ┤	1	36
«s ├Ed ┤	1	36
«yn├Ed ┤	1	36
«n ├Kim┤	28	36
«e ├Kim┤	4	36
«s ├Kim┤	4	36
«n ├Pac┤	18	36
«e ├Pac┤	15	36
«r ├Pac┤	1	36
«t ├Pac┤	1	36
«» ├Pac┤	1	36
«n ├Sin┤	11	36
«a ├Sin┤	8	36
«e ├Sin┤	5	36
«t ├Sin┤	4	36
«0 ├Sin┤	3	36
«s ├Sin┤	3	36
«4 ├Sin┤	1	36
«h ├Sin┤	1	36
«y ├Wan┤	11	36
«n ├Wan┤	8	36
«e ├Wan┤	6	36
«a ├Wan┤	4	36
«. ├Wan┤	3	36
«, ├Wan┤	2	36
«r ├Wan┤	1	36
«s ├Wan┤	1	36
« M├adr┤	19	36
« p├adr┤	8	36
«al├adr┤	4	36
« L├adr┤	2	36
« B├adr┤	1	36
« C├adr┤	1	36
« P├adr┤	1	36
«ad├aga┤	8	36
« m├aga┤	7	36
« P├aga┤	3	36
« M├aga┤	2	36
« b├aga┤	2	36
« C├aga┤	1	36
« N├aga┤	1	36
« T├aga┤	1	36
« v├aga┤	1	36
«ch├aga┤	1	36
«dr├aga┤	1	36
«in├aga┤	1	36
«mm├aga┤	1	36
«n ├aga┤	1	36
«ot├aga┤	1	36
«rt├aga┤	1	36
«ss├aga┤	1	36
«ti├aga┤	1	36
«ud├aga┤	1	36
« p├arl┤	17	36
«sw├arl┤	6	36
« M├arl┤	3	36
«qu├arl┤	2	36
« B├arl┤	1	36
« C├arl┤	1	36
« h├arl┤	1	36
« m├arl┤	1	36
«Ha├arl┤	1	36
«e ├arl┤	1	36
«ha├arl┤	1	36
«va├arl┤	1	36
« r├eae┤	31	36
« v├eae┤	2	36
« d├eae┤	1	36
«nd├eae┤	1	36
«ot├eae┤	1	36
« h├em,┤	11	36
«it├em,┤	6	36
«al├em,┤	4	36
«na├em,┤	4	36
«ll├em,┤	2	36
«rl├em,┤	2	36
«sa├em,┤	2	36
«Al├em,┤	1	36
«fa├em,┤	1	36
«il├em,┤	1	36
«le├em,┤	1	36
«ss├em,┤	1	36
«n ├gav┤	7	36
«or├gav┤	7	36
«r ├gav┤	6	36
«e ├gav┤	4	36
«; ├gav┤	3	36
«h ├gav┤	2	36
«t ├gav┤	2	36
«, ├gav┤	1	36
«d ├gav┤	1	36
«er├gav┤	1	36
«o ├gav┤	1	36
«op├gav┤	1	36
«sc├heu┤	15	36
«er├heu┤	7	36
«ge├heu┤	5	36
«e ├heu┤	2	36
«r ├heu┤	2	36
«at├heu┤	1	36
«n ├heu┤	1	36
«nc├heu┤	1	36
«tt├heu┤	1	36
«y ├heu┤	1	36
«uc├hsa┤	16	36
«ng├hsa┤	13	36
«ec├hsa┤	3	36
«eg├hsa┤	3	36
«tg├hsa┤	1	36
«e ├imp┤	11	36
«n ├imp┤	7	36
«r ├imp┤	4	36
« s├imp┤	3	36
«ge├imp┤	2	36
« p├imp┤	1	36
« t├imp┤	1	36
«. ├imp┤	1	36
«E ├imp┤	1	36
«T ├imp┤	1	36
«h ├imp┤	1	36
«o ├imp┤	1	36
«sl├imp┤	1	36
«t ├imp┤	1	36
«ge├kie┤	21	36
«ac├kie┤	4	36
«e ├kie┤	2	36
«er├kie┤	2	36
«ic├kie┤	2	36
«, ├kie┤	1	36
«Au├kie┤	1	36
«Ou├kie┤	1	36
«n ├kie┤	1	36
«nc├kie┤	1	36
«yc├kx ┤	31	36
«rc├kx ┤	2	36
« e├kx ┤	1	36
«lc├kx ┤	1	36
«su├kx ┤	1	36
«sa├lvo┤	12	36
« a├lvo┤	11	36
«uy├lvo┤	6	36
«ee├lvo┤	4	36
«an├lvo┤	1	36
«ey├lvo┤	1	36
«vo├lvo┤	1	36
« o├nlu┤	22	36
«he├nlu┤	12	36
«hu├nlu┤	2	36
«ae├nva┤	18	36
« i├nva┤	3	36
«co├nva┤	3	36
«de├nva┤	2	36
«te├nva┤	2	36
«ve├nva┤	2	36
«Ti├nva┤	1	36
«eo├nva┤	1	36
«he├nva┤	1	36
«ne├nva┤	1	36
«oo├nva┤	1	36
«re├nva┤	1	36
« G├od ┤	29	36
«(G├od ┤	1	36
«at├od ┤	1	36
«eb├od ┤	1	36
«er├od ┤	1	36
«ng├od ┤	1	36
«om├od ┤	1	36
«ro├od ┤	1	36
« t├oeb┤	25	36
« c├oeb┤	8	36
« k├oeb┤	3	36
«, ├omd┤	12	36
«s ├omd┤	6	36
«e ├omd┤	4	36
«n ├omd┤	3	36
«r ├omd┤	3	36
«t ├omd┤	3	36
« S├omd┤	2	36
« s├omd┤	1	36
«d ├omd┤	1	36
«k ├omd┤	1	36
« c├onf┤	22	36
«ec├onf┤	11	36
« C├onf┤	1	36
« L├onf┤	1	36
«i ├onf┤	1	36
« q├uad┤	34	36
«Ag├uad┤	2	36
«ho├udj┤	23	36
«mo├udj┤	11	36
« O├udj┤	1	36
«Mo├udj┤	1	36
«ng├us,┤	6	36
«sc├us,┤	5	36
«ni├us,┤	4	36
«un├us,┤	4	36
«ti├us,┤	3	36
«ar├us,┤	2	36
«Ag├us,┤	1	36
«Ge├us,┤	1	36
«Uo├us,┤	1	36
«ak├us,┤	1	36
«an├us,┤	1	36
«es├us,┤	1	36
«gu├us,┤	1	36
«nd├us,┤	1	36
«ne├us,┤	1	36
«oc├us,┤	1	36
«pp├us,┤	1	36
«vi├us,┤	1	36
«ge├wic┤	10	36
«ou├wic┤	9	36
«eu├wic┤	6	36
«er├wic┤	3	36
«os├wic┤	3	36
«en├wic┤	1	36
«k ├wic┤	1	36
«m ├wic┤	1	36
«n ├wic┤	1	36
«t ├wic┤	1	36
«en├ ka┤	13	35
« 2├ ka┤	3	35
«er├ ka┤	3	35
«de├ ka┤	2	35
«s,├ ka┤	2	35
«10├ ka┤	1	35
«12├ ka┤	1	35
«34├ ka┤	1	35
«an├ ka┤	1	35
«at├ ka┤	1	35
«ie├ ka┤	1	35
«ne├ ka┤	1	35
«ot├ ka┤	1	35
«s.├ ka┤	1	35
«se├ ka┤	1	35
«um├ ka┤	1	35
«ut├ ka┤	1	35
«. ├164┤	6	35
«r ├164┤	6	35
«o ├164┤	5	35
«^ ├164┤	3	35
«, ├164┤	2	35
«\ ├164┤	2	35
«j ├164┤	2	35
«s ├164┤	2	35
«y ├164┤	2	35
« 1├164┤	1	35
« 2├164┤	1	35
«30├164┤	1	35
«e ├164┤	1	35
«® ├164┤	1	35
«n ├Hae┤	11	35
«p ├Hae┤	7	35
«e ├Hae┤	5	35
«. ├Hae┤	2	35
«w ├Hae┤	2	35
«° ├Hae┤	2	35
«, ├Hae┤	1	35
«4 ├Hae┤	1	35
«o ├Hae┤	1	35
«r ├Hae┤	1	35
«s ├Hae┤	1	35
«t ├Hae┤	1	35
«a ├Sir┤	20	35
«e ├Sir┤	5	35
«n ├Sir┤	5	35
«o ├Sir┤	3	35
«, ├Sir┤	2	35
« m├ain┤	18	35
« S├ain┤	3	35
« c├ain┤	2	35
«it├ain┤	2	35
« H├ain┤	1	35
« J├ain┤	1	35
« n├ain┤	1	35
«am├ain┤	1	35
«er├ain┤	1	35
«il├ain┤	1	35
«ra├ain┤	1	35
«ri├ain┤	1	35
«tm├ain┤	1	35
«tr├ain┤	1	35
«ac├bte┤	13	35
«oc├bte┤	8	35
«ec├bte┤	3	35
«ic├bte┤	3	35
«e ├bte┤	1	35
«ng├bte┤	1	35
«po├bte┤	1	35
«rc├bte┤	1	35
«sc├bte┤	1	35
«uc├bte┤	1	35
«y ├bte┤	1	35
«yc├bte┤	1	35
«ro├byn┤	17	35
«sc├byn┤	5	35
«e ├byn┤	3	35
«t ├byn┤	2	35
«) ├byn┤	1	35
«, ├byn┤	1	35
«am├byn┤	1	35
«cu├byn┤	1	35
«l ├byn┤	1	35
«m ├byn┤	1	35
«n ├byn┤	1	35
«oo├byn┤	1	35
«au├dië┤	34	35
«pe├dië┤	1	35
«ta├dts┤	8	35
«pa├dts┤	7	35
«go├dts┤	4	35
«un├dts┤	4	35
«Go├dts┤	3	35
«ee├dts┤	3	35
«an├dts┤	2	35
«ae├dts┤	1	35
«mi├dts┤	1	35
«on├dts┤	1	35
«ou├dts┤	1	35
« e├enm┤	10	35
«do├enm┤	9	35
« a├enm┤	7	35
«eg├enm┤	2	35
«en├enm┤	1	35
«hi├enm┤	1	35
«le├enm┤	1	35
«ng├enm┤	1	35
«ol├enm┤	1	35
«om├enm┤	1	35
«te├enm┤	1	35
«br├euc┤	15	35
«rh├euc┤	7	35
« d├euc┤	4	35
« m├euc┤	3	35
«vr├euc┤	3	35
«ed├euc┤	1	35
«eh├euc┤	1	35
«yg├euc┤	1	35
« l├eug┤	16	35
«eh├eug┤	4	35
« d├eug┤	3	35
«vl├eug┤	3	35
« a├eug┤	1	35
« h├eug┤	1	35
« i├eug┤	1	35
« j├eug┤	1	35
« s├eug┤	1	35
«Cr├eug┤	1	35
«re├eug┤	1	35
