illegal	legal	similarity	code	explanation
soud		0.0	-2	no legal close neighbours
soul		0.0	-2	no legal close neighbours
soun		0.0	-2	no legal close neighbours
spit		0.0	-2	no legal close neighbours
spot		0.0	-2	no legal close neighbours
spyt		0.0	-2	no legal close neighbours
stut		0.0	-2	no legal close neighbours
styl		0.0	-2	no legal close neighbours
sukx		0.0	-2	no legal close neighbours
sync		0.0	-2	no legal close neighbours
syné		0.0	-2	no legal close neighbours
sïen		0.0	-2	no legal close neighbours
t)ên		0.0	-2	no legal close neighbours
tack		0.0	-2	no legal close neighbours
tapa		0.0	-2	no legal close neighbours
tape		0.0	-2	no legal close neighbours
tbin		0.0	-2	no legal close neighbours
teyl		0.0	-2	no legal close neighbours
thee		0.0	-2	no legal close neighbours
tnde		0.0	-2	no legal close neighbours
trae		0.0	-2	no legal close neighbours
tyhy		0.0	-2	no legal close neighbours
tyls		0.0	-2	no legal close neighbours
tüét		0.0	-2	no legal close neighbours
uaer		0.0	-2	no legal close neighbours
uiet		0.0	-2	no legal close neighbours
uoyt		0.0	-2	no legal close neighbours
v?el		0.0	-2	no legal close neighbours
v^at		0.0	-2	no legal close neighbours
v^el		0.0	-2	no legal close neighbours
v^en		0.0	-2	no legal close neighbours
v^er		0.0	-2	no legal close neighbours
v^nt		0.0	-2	no legal close neighbours
vaii		0.0	-2	no legal close neighbours
valU		0.0	-2	no legal close neighbours
vari		0.0	-2	no legal close neighbours
vati		0.0	-2	no legal close neighbours
vaut		0.0	-2	no legal close neighbours
vcin		0.0	-2	no legal close neighbours
veor		0.0	-2	no legal close neighbours
verl		0.0	-2	no legal close neighbours
vice		0.0	-2	no legal close neighbours
vjin		0.0	-2	no legal close neighbours
vlag		0.0	-2	no legal close neighbours
vnnt		0.0	-2	no legal close neighbours
vokk		0.0	-2	no legal close neighbours
vrac		0.0	-2	no legal close neighbours
vrat		0.0	-2	no legal close neighbours
vsin		0.0	-2	no legal close neighbours
vyer		0.0	-2	no legal close neighbours
vyfl		0.0	-2	no legal close neighbours
vyjs		0.0	-2	no legal close neighbours
wage		0.0	-2	no legal close neighbours
wasi		0.0	-2	no legal close neighbours
wcge		0.0	-2	no legal close neighbours
wecb		0.0	-2	no legal close neighbours
wiDe		0.0	-2	no legal close neighbours
wiUe		0.0	-2	no legal close neighbours
wijs		0.0	-2	no legal close neighbours
worl		0.0	-2	no legal close neighbours
wyff		0.0	-2	no legal close neighbours
wyfl		0.0	-2	no legal close neighbours
yaer		0.0	-2	no legal close neighbours
yels		0.0	-2	no legal close neighbours
ymau		0.0	-2	no legal close neighbours
ynde		0.0	-2	no legal close neighbours
zale		0.0	-2	no legal close neighbours
zeyl		0.0	-2	no legal close neighbours
zond		0.0	-2	no legal close neighbours
|net		0.0	-2	no legal close neighbours
«nde		0.0	-2	no legal close neighbours
Ënde		0.0	-2	no legal close neighbours
Ópra		0.0	-2	no legal close neighbours
Öaer		0.0	-2	no legal close neighbours
ènde		0.0	-2	no legal close neighbours
éhde		0.0	-2	no legal close neighbours
énde		0.0	-2	no legal close neighbours
óock		0.0	-2	no legal close neighbours
öide		0.0	-2	no legal close neighbours
ünde		0.0	-2	no legal close neighbours
€nde		0.0	-2	no legal close neighbours
('t		0.0	-2	no legal close neighbours
(25		0.0	-2	no legal close neighbours
(al		0.0	-2	no legal close neighbours
(by		0.0	-2	no legal close neighbours
(de		0.0	-2	no legal close neighbours
(en		0.0	-2	no legal close neighbours
(er		0.0	-2	no legal close neighbours
(in		0.0	-2	no legal close neighbours
(om		0.0	-2	no legal close neighbours
(op		0.0	-2	no legal close neighbours
(te		0.0	-2	no legal close neighbours
100		0.0	-2	no legal close neighbours
101		0.0	-2	no legal close neighbours
102		0.0	-2	no legal close neighbours
103		0.0	-2	no legal close neighbours
104		0.0	-2	no legal close neighbours
105		0.0	-2	no legal close neighbours
106		0.0	-2	no legal close neighbours
107		0.0	-2	no legal close neighbours
108		0.0	-2	no legal close neighbours
109		0.0	-2	no legal close neighbours
110		0.0	-2	no legal close neighbours
111		0.0	-2	no legal close neighbours
113		0.0	-2	no legal close neighbours
115		0.0	-2	no legal close neighbours
116		0.0	-2	no legal close neighbours
125		0.0	-2	no legal close neighbours
135		0.0	-2	no legal close neighbours
145		0.0	-2	no legal close neighbours
155		0.0	-2	no legal close neighbours
160		0.0	-2	no legal close neighbours
161		0.0	-2	no legal close neighbours
162		0.0	-2	no legal close neighbours
164		0.0	-2	no legal close neighbours
165		0.0	-2	no legal close neighbours
168		0.0	-2	no legal close neighbours
175		0.0	-2	no legal close neighbours
17S		0.0	-2	no legal close neighbours
185		0.0	-2	no legal close neighbours
18S		0.0	-2	no legal close neighbours
190		0.0	-2	no legal close neighbours
191		0.0	-2	no legal close neighbours
192		0.0	-2	no legal close neighbours
193		0.0	-2	no legal close neighbours
194		0.0	-2	no legal close neighbours
195		0.0	-2	no legal close neighbours
199		0.0	-2	no legal close neighbours
1B6		0.0	-2	no legal close neighbours
1^1		0.0	-2	no legal close neighbours
1^2		0.0	-2	no legal close neighbours
1^4		0.0	-2	no legal close neighbours
1^6		0.0	-2	no legal close neighbours
2(K		0.0	-2	no legal close neighbours
500		0.0	-2	no legal close neighbours
501		0.0	-2	no legal close neighbours
504		0.0	-2	no legal close neighbours
505		0.0	-2	no legal close neighbours
511		0.0	-2	no legal close neighbours
519		0.0	-2	no legal close neighbours
561		0.0	-2	no legal close neighbours
562		0.0	-2	no legal close neighbours
599		0.0	-2	no legal close neighbours
5^0		0.0	-2	no legal close neighbours
5^2		0.0	-2	no legal close neighbours
5^3		0.0	-2	no legal close neighbours
5^4		0.0	-2	no legal close neighbours
600		0.0	-2	no legal close neighbours
606		0.0	-2	no legal close neighbours
614		0.0	-2	no legal close neighbours
617		0.0	-2	no legal close neighbours
64S		0.0	-2	no legal close neighbours
690		0.0	-2	no legal close neighbours
696		0.0	-2	no legal close neighbours
6Vi		0.0	-2	no legal close neighbours
6^1		0.0	-2	no legal close neighbours
6oa		0.0	-2	no legal close neighbours
900		0.0	-2	no legal close neighbours
92B		0.0	-2	no legal close neighbours
935		0.0	-2	no legal close neighbours
945		0.0	-2	no legal close neighbours
951		0.0	-2	no legal close neighbours
960		0.0	-2	no legal close neighbours
966		0.0	-2	no legal close neighbours
991		0.0	-2	no legal close neighbours
Ada		0.0	-2	no legal close neighbours
Aru		0.0	-2	no legal close neighbours
BOO		0.0	-2	no legal close neighbours
Ben		0.0	-2	no legal close neighbours
Bon		0.0	-2	no legal close neighbours
Bre		0.0	-2	no legal close neighbours
Cha		0.0	-2	no legal close neighbours
Con		0.0	-2	no legal close neighbours
DOM		0.0	-2	no legal close neighbours
DON		0.0	-2	no legal close neighbours
Day		0.0	-2	no legal close neighbours
DeD		0.0	-2	no legal close neighbours
Der		0.0	-2	no legal close neighbours
Dit		0.0	-2	no legal close neighbours
Diu		0.0	-2	no legal close neighbours
Doa		0.0	-2	no legal close neighbours
Dom		0.0	-2	no legal close neighbours
Eat		0.0	-2	no legal close neighbours
Eco		0.0	-2	no legal close neighbours
EdK		0.0	-2	no legal close neighbours
Edr		0.0	-2	no legal close neighbours
Eer		0.0	-2	no legal close neighbours
Elj		0.0	-2	no legal close neighbours
Gap		0.0	-2	no legal close neighbours
Gay		0.0	-2	no legal close neighbours
Gul		0.0	-2	no legal close neighbours
Hay		0.0	-2	no legal close neighbours
Hef		0.0	-2	no legal close neighbours
Hun		0.0	-2	no legal close neighbours
I)e		0.0	-2	no legal close neighbours
IVa		0.0	-2	no legal close neighbours
IVi		0.0	-2	no legal close neighbours
Ier		0.0	-2	no legal close neighbours
Iha		0.0	-2	no legal close neighbours
Jau		0.0	-2	no legal close neighbours
Jou		0.0	-2	no legal close neighbours
K25		0.0	-2	no legal close neighbours
Kay		0.0	-2	no legal close neighbours
Lyn		0.0	-2	no legal close neighbours
M)p		0.0	-2	no legal close neighbours
Mac		0.0	-2	no legal close neighbours
Maj		0.0	-2	no legal close neighbours
Man		0.0	-2	no legal close neighbours
Mei		0.0	-2	no legal close neighbours
Men		0.0	-2	no legal close neighbours
Mon		0.0	-2	no legal close neighbours
Myn		0.0	-2	no legal close neighbours
Nul		0.0	-2	no legal close neighbours
OLE		0.0	-2	no legal close neighbours
Oen		0.0	-2	no legal close neighbours
Oia		0.0	-2	no legal close neighbours
Oin		0.0	-2	no legal close neighbours
Oja		0.0	-2	no legal close neighbours
Oma		0.0	-2	no legal close neighbours
Ouj		0.0	-2	no legal close neighbours
P^r		0.0	-2	no legal close neighbours
Pau		0.0	-2	no legal close neighbours
Per		0.0	-2	no legal close neighbours
Pit		0.0	-2	no legal close neighbours
Ray		0.0	-2	no legal close neighbours
Rio		0.0	-2	no legal close neighbours
SOO		0.0	-2	no legal close neighbours
SVi		0.0	-2	no legal close neighbours
SVj		0.0	-2	no legal close neighbours
S^s		0.0	-2	no legal close neighbours
Set		0.0	-2	no legal close neighbours
Soa		0.0	-2	no legal close neighbours
Soq		0.0	-2	no legal close neighbours
Sry		0.0	-2	no legal close neighbours
Tan		0.0	-2	no legal close neighbours
Ter		0.0	-2	no legal close neighbours
Tin		0.0	-2	no legal close neighbours
UEd		0.0	-2	no legal close neighbours
Uyt		0.0	-2	no legal close neighbours
Zon		0.0	-2	no legal close neighbours
Zyn		0.0	-2	no legal close neighbours
^00		0.0	-2	no legal close neighbours
^^9		0.0	-2	no legal close neighbours
^^U		0.0	-2	no legal close neighbours
^^i		0.0	-2	no legal close neighbours
^^n		0.0	-2	no legal close neighbours
^de		0.0	-2	no legal close neighbours
^en		0.0	-2	no legal close neighbours
^et		0.0	-2	no legal close neighbours
^it		0.0	-2	no legal close neighbours
^ni		0.0	-2	no legal close neighbours
^oo		0.0	-2	no legal close neighbours
^yn		0.0	-2	no legal close neighbours
a(F		0.0	-2	no legal close neighbours
a(T		0.0	-2	no legal close neighbours
a?s		0.0	-2	no legal close neighbours
aLs		0.0	-2	no legal close neighbours
aUe		0.0	-2	no legal close neighbours
aan		0.0	-2	no legal close neighbours
acn		0.0	-2	no legal close neighbours
ady		0.0	-2	no legal close neighbours
aea		0.0	-2	no legal close neighbours
aed		0.0	-2	no legal close neighbours
aeo		0.0	-2	no legal close neighbours
aeu		0.0	-2	no legal close neighbours
afT		0.0	-2	no legal close neighbours
afi		0.0	-2	no legal close neighbours
afl		0.0	-2	no legal close neighbours
aiT		0.0	-2	no legal close neighbours
ais		0.0	-2	no legal close neighbours
ajs		0.0	-2	no legal close neighbours
alT		0.0	-2	no legal close neighbours
aoo		0.0	-2	no legal close neighbours
ayn		0.0	-2	no legal close neighbours
ays		0.0	-2	no legal close neighbours
a£f		0.0	-2	no legal close neighbours
aèn		0.0	-2	no legal close neighbours
bal		0.0	-2	no legal close neighbours
bay		0.0	-2	no legal close neighbours
bia		0.0	-2	no legal close neighbours
bly		0.0	-2	no legal close neighbours
boa		0.0	-2	no legal close neighbours
bra		0.0	-2	no legal close neighbours
bst		0.0	-2	no legal close neighbours
buD		0.0	-2	no legal close neighbours
buy		0.0	-2	no legal close neighbours
byt		0.0	-2	no legal close neighbours
bén		0.0	-2	no legal close neighbours
c^y		0.0	-2	no legal close neighbours
ccn		0.0	-2	no legal close neighbours
cte		0.0	-2	no legal close neighbours
d*E		0.0	-2	no legal close neighbours
d<f		0.0	-2	no legal close neighbours
dTi		0.0	-2	no legal close neighbours
dac		0.0	-2	no legal close neighbours
dai		0.0	-2	no legal close neighbours
dam		0.0	-2	no legal close neighbours
das		0.0	-2	no legal close neighbours
dei		0.0	-2	no legal close neighbours
deo		0.0	-2	no legal close neighbours
deq		0.0	-2	no legal close neighbours
deu		0.0	-2	no legal close neighbours
dil		0.0	-2	no legal close neighbours
dié		0.0	-2	no legal close neighbours
doe		0.0	-2	no legal close neighbours
dom		0.0	-2	no legal close neighbours
don		0.0	-2	no legal close neighbours
dry		0.0	-2	no legal close neighbours
dte		0.0	-2	no legal close neighbours
dus		0.0	-2	no legal close neighbours
e&k		0.0	-2	no legal close neighbours
ean		0.0	-2	no legal close neighbours
eea		0.0	-2	no legal close neighbours
eep		0.0	-2	no legal close neighbours
eet		0.0	-2	no legal close neighbours
eeu		0.0	-2	no legal close neighbours
eta		0.0	-2	no legal close neighbours
eéh		0.0	-2	no legal close neighbours
eén		0.0	-2	no legal close neighbours
fel		0.0	-2	no legal close neighbours
ffi		0.0	-2	no legal close neighbours
fif		0.0	-2	no legal close neighbours
fin		0.0	-2	no legal close neighbours
fiy		0.0	-2	no legal close neighbours
fon		0.0	-2	no legal close neighbours
fyn		0.0	-2	no legal close neighbours
gae		0.0	-2	no legal close neighbours
gau		0.0	-2	no legal close neighbours
ged		0.0	-2	no legal close neighbours
gef		0.0	-2	no legal close neighbours
gel		0.0	-2	no legal close neighbours
goo		0.0	-2	no legal close neighbours
gyn		0.0	-2	no legal close neighbours
hei		0.0	-2	no legal close neighbours
hnn		0.0	-2	no legal close neighbours
hoc		0.0	-2	no legal close neighbours
hom		0.0	-2	no legal close neighbours
hoé		0.0	-2	no legal close neighbours
huo		0.0	-2	no legal close neighbours
hét		0.0	-2	no legal close neighbours
iVa		0.0	-2	no legal close neighbours
iVi		0.0	-2	no legal close neighbours
iVj		0.0	-2	no legal close neighbours
iVs		0.0	-2	no legal close neighbours
i^u		0.0	-2	no legal close neighbours
idO		0.0	-2	no legal close neighbours
inl		0.0	-2	no legal close neighbours
iot		0.0	-2	no legal close neighbours
ita		0.0	-2	no legal close neighbours
iyi		0.0	-2	no legal close neighbours
iyl		0.0	-2	no legal close neighbours
j^i		0.0	-2	no legal close neighbours
jen		0.0	-2	no legal close neighbours
jet		0.0	-2	no legal close neighbours
kas		0.0	-2	no legal close neighbours
ken		0.0	-2	no legal close neighbours
koe		0.0	-2	no legal close neighbours
koy		0.0	-2	no legal close neighbours
l)e		0.0	-2	no legal close neighbours
lYj		0.0	-2	no legal close neighbours
l^a		0.0	-2	no legal close neighbours
l^i		0.0	-2	no legal close neighbours
l^t		0.0	-2	no legal close neighbours
lac		0.0	-2	no legal close neighbours
lag		0.0	-2	no legal close neighbours
lap		0.0	-2	no legal close neighbours
lil		0.0	-2	no legal close neighbours
lnd		0.0	-2	no legal close neighbours
lol		0.0	-2	no legal close neighbours
los		0.0	-2	no legal close neighbours
luy		0.0	-2	no legal close neighbours
lyl		0.0	-2	no legal close neighbours
lyn		0.0	-2	no legal close neighbours
lÓO		0.0	-2	no legal close neighbours
löO		0.0	-2	no legal close neighbours
m^t		0.0	-2	no legal close neighbours
mar		0.0	-2	no legal close neighbours
mas		0.0	-2	no legal close neighbours
mat		0.0	-2	no legal close neighbours
mde		0.0	-2	no legal close neighbours
meD		0.0	-2	no legal close neighbours
mol		0.0	-2	no legal close neighbours
myl		0.0	-2	no legal close neighbours
myt		0.0	-2	no legal close neighbours
mél		0.0	-2	no legal close neighbours
mét		0.0	-2	no legal close neighbours
n^t		0.0	-2	no legal close neighbours
nac		0.0	-2	no legal close neighbours
nau		0.0	-2	no legal close neighbours
naé		0.0	-2	no legal close neighbours
niy		0.0	-2	no legal close neighbours
nog		0.0	-2	no legal close neighbours
nun		0.0	-2	no legal close neighbours
nut		0.0	-2	no legal close neighbours
nyt		0.0	-2	no legal close neighbours
o#Ü		0.0	-2	no legal close neighbours
oKe		0.0	-2	no legal close neighbours
oUa		0.0	-2	no legal close neighbours
oae		0.0	-2	no legal close neighbours
ofl		0.0	-2	no legal close neighbours
oiï		0.0	-2	no legal close neighbours
olF		0.0	-2	no legal close neighbours
olT		0.0	-2	no legal close neighbours
omH		0.0	-2	no legal close neighbours
oni		0.0	-2	no legal close neighbours
ook		0.0	-2	no legal close neighbours
opH		0.0	-2	no legal close neighbours
opl		0.0	-2	no legal close neighbours
ora		0.0	-2	no legal close neighbours
oud		0.0	-2	no legal close neighbours
oul		0.0	-2	no legal close neighbours
pau		0.0	-2	no legal close neighbours
pee		0.0	-2	no legal close neighbours
pet		0.0	-2	no legal close neighbours
pha		0.0	-2	no legal close neighbours
pho		0.0	-2	no legal close neighbours
phy		0.0	-2	no legal close neighbours
pit		0.0	-2	no legal close neighbours
pro		0.0	-2	no legal close neighbours
pér		0.0	-2	no legal close neighbours
qIs		0.0	-2	no legal close neighbours
ras		0.0	-2	no legal close neighbours
ray		0.0	-2	no legal close neighbours
reu		0.0	-2	no legal close neighbours
rou		0.0	-2	no legal close neighbours
ryp		0.0	-2	no legal close neighbours
sai		0.0	-2	no legal close neighbours
sbv		0.0	-2	no legal close neighbours
see		0.0	-2	no legal close neighbours
seu		0.0	-2	no legal close neighbours
shi		0.0	-2	no legal close neighbours
sin		0.0	-2	no legal close neighbours
sit		0.0	-2	no legal close neighbours
six		0.0	-2	no legal close neighbours
siy		0.0	-2	no legal close neighbours
sjn		0.0	-2	no legal close neighbours
so5		0.0	-2	no legal close neighbours
sry		0.0	-2	no legal close neighbours
suy		0.0	-2	no legal close neighbours
t&ü		0.0	-2	no legal close neighbours
tax		0.0	-2	no legal close neighbours
the		0.0	-2	no legal close neighbours
tjn		0.0	-2	no legal close neighbours
tny		0.0	-2	no legal close neighbours
top		0.0	-2	no legal close neighbours
tyd		0.0	-2	no legal close neighbours
tyi		0.0	-2	no legal close neighbours
tyl		0.0	-2	no legal close neighbours
tyn		0.0	-2	no legal close neighbours
tót		0.0	-2	no legal close neighbours
uae		0.0	-2	no legal close neighbours
uen		0.0	-2	no legal close neighbours
uit		0.0	-2	no legal close neighbours
uwc		0.0	-2	no legal close neighbours
uyr		0.0	-2	no legal close neighbours
v(m		0.0	-2	no legal close neighbours
v^n		0.0	-2	no legal close neighbours
v^r		0.0	-2	no legal close neighbours
vaa		0.0	-2	no legal close neighbours
vai		0.0	-2	no legal close neighbours
vau		0.0	-2	no legal close neighbours
vaü		0.0	-2	no legal close neighbours
vdn		0.0	-2	no legal close neighbours
ved		0.0	-2	no legal close neighbours
ven		0.0	-2	no legal close neighbours
vil		0.0	-2	no legal close neighbours
vnl		0.0	-2	no legal close neighbours
vnt		0.0	-2	no legal close neighbours
w^s		0.0	-2	no legal close neighbours
waa		0.0	-2	no legal close neighbours
wes		0.0	-2	no legal close neighbours
wie		0.0	-2	no legal close neighbours
wis		0.0	-2	no legal close neighbours
wyl		0.0	-2	no legal close neighbours
wyt		0.0	-2	no legal close neighbours
wèl		0.0	-2	no legal close neighbours
wél		0.0	-2	no legal close neighbours
yan		0.0	-2	no legal close neighbours
yck		0.0	-2	no legal close neighbours
yet		0.0	-2	no legal close neighbours
yry		0.0	-2	no legal close neighbours
zQn		0.0	-2	no legal close neighbours
z^l		0.0	-2	no legal close neighbours
zaK		0.0	-2	no legal close neighbours
zal		0.0	-2	no legal close neighbours
zyt		0.0	-2	no legal close neighbours
«Om		0.0	-2	no legal close neighbours
«en		0.0	-2	no legal close neighbours
èen		0.0	-2	no legal close neighbours
éen		0.0	-2	no legal close neighbours
ï^a		0.0	-2	no legal close neighbours
ótn		0.0	-2	no legal close neighbours
öyt		0.0	-2	no legal close neighbours
üwe		0.0	-2	no legal close neighbours
üyt		0.0	-2	no legal close neighbours
!s		0.0	-2	no legal close neighbours
'I		0.0	-2	no legal close neighbours
'S		0.0	-2	no legal close neighbours
'i		0.0	-2	no legal close neighbours
'k		0.0	-2	no legal close neighbours
'l		0.0	-2	no legal close neighbours
(J		0.0	-2	no legal close neighbours
(e		0.0	-2	no legal close neighbours
(f		0.0	-2	no legal close neighbours
(t		0.0	-2	no legal close neighbours
*T		0.0	-2	no legal close neighbours
*i		0.0	-2	no legal close neighbours
*l		0.0	-2	no legal close neighbours
*t		0.0	-2	no legal close neighbours
10		0.0	-2	no legal close neighbours
11		0.0	-2	no legal close neighbours
15		0.0	-2	no legal close neighbours
16		0.0	-2	no legal close neighbours
19		0.0	-2	no legal close neighbours
1B		0.0	-2	no legal close neighbours
1K		0.0	-2	no legal close neighbours
51		0.0	-2	no legal close neighbours
55		0.0	-2	no legal close neighbours
60		0.0	-2	no legal close neighbours
61		0.0	-2	no legal close neighbours
66		0.0	-2	no legal close neighbours
69		0.0	-2	no legal close neighbours
6y		0.0	-2	no legal close neighbours
6Ö		0.0	-2	no legal close neighbours
90		0.0	-2	no legal close neighbours
91		0.0	-2	no legal close neighbours
96		0.0	-2	no legal close neighbours
9P		0.0	-2	no legal close neighbours
<f		0.0	-2	no legal close neighbours
<t		0.0	-2	no legal close neighbours
BC		0.0	-2	no legal close neighbours
BO		0.0	-2	no legal close neighbours
By		0.0	-2	no legal close neighbours
DE		0.0	-2	no legal close neighbours
Dc		0.0	-2	no legal close neighbours
Do		0.0	-2	no legal close neighbours
EE		0.0	-2	no legal close neighbours
EL		0.0	-2	no legal close neighbours
En		0.0	-2	no legal close neighbours
Ex		0.0	-2	no legal close neighbours
HU		0.0	-2	no legal close neighbours
Ho		0.0	-2	no legal close neighbours
Hu		0.0	-2	no legal close neighbours
Hy		0.0	-2	no legal close neighbours
IB		0.0	-2	no legal close neighbours
IF		0.0	-2	no legal close neighbours
IG		0.0	-2	no legal close neighbours
II		0.0	-2	no legal close neighbours
IJ		0.0	-2	no legal close neighbours
IK		0.0	-2	no legal close neighbours
IN		0.0	-2	no legal close neighbours
IP		0.0	-2	no legal close neighbours
IV		0.0	-2	no legal close neighbours
Is		0.0	-2	no legal close neighbours
JO		0.0	-2	no legal close neighbours
Ja		0.0	-2	no legal close neighbours
Je		0.0	-2	no legal close neighbours
K5		0.0	-2	no legal close neighbours
KO		0.0	-2	no legal close neighbours
La		0.0	-2	no legal close neighbours
Nu		0.0	-2	no legal close neighbours
Of		0.0	-2	no legal close neighbours
Ov		0.0	-2	no legal close neighbours
Pa		0.0	-2	no legal close neighbours
SI		0.0	-2	no legal close neighbours
Si		0.0	-2	no legal close neighbours
Sy		0.0	-2	no legal close neighbours
T'		0.0	-2	no legal close neighbours
Te		0.0	-2	no legal close neighbours
UE		0.0	-2	no legal close neighbours
UI		0.0	-2	no legal close neighbours
Ue		0.0	-2	no legal close neighbours
Up		0.0	-2	no legal close neighbours
Uy		0.0	-2	no legal close neighbours
Vj		0.0	-2	no legal close neighbours
Vl		0.0	-2	no legal close neighbours
Ya		0.0	-2	no legal close neighbours
Yj		0.0	-2	no legal close neighbours
^0		0.0	-2	no legal close neighbours
^1		0.0	-2	no legal close neighbours
^9		0.0	-2	no legal close neighbours
^P		0.0	-2	no legal close neighbours
^T		0.0	-2	no legal close neighbours
^Y		0.0	-2	no legal close neighbours
^a		0.0	-2	no legal close neighbours
^e		0.0	-2	no legal close neighbours
^j		0.0	-2	no legal close neighbours
^n		0.0	-2	no legal close neighbours
^o		0.0	-2	no legal close neighbours
^t		0.0	-2	no legal close neighbours
aJ		0.0	-2	no legal close neighbours
aO		0.0	-2	no legal close neighbours
aU		0.0	-2	no legal close neighbours
ad		0.0	-2	no legal close neighbours
ah		0.0	-2	no legal close neighbours
ai		0.0	-2	no legal close neighbours
ak		0.0	-2	no legal close neighbours
am		0.0	-2	no legal close neighbours
an		0.0	-2	no legal close neighbours
ao		0.0	-2	no legal close neighbours
ar		0.0	-2	no legal close neighbours
at		0.0	-2	no legal close neighbours
ba		0.0	-2	no legal close neighbours
be		0.0	-2	no legal close neighbours
cf		0.0	-2	no legal close neighbours
ci		0.0	-2	no legal close neighbours
da		0.0	-2	no legal close neighbours
di		0.0	-2	no legal close neighbours
dl		0.0	-2	no legal close neighbours
dr		0.0	-2	no legal close neighbours
du		0.0	-2	no legal close neighbours
dy		0.0	-2	no legal close neighbours
dé		0.0	-2	no legal close neighbours
dê		0.0	-2	no legal close neighbours
dö		0.0	-2	no legal close neighbours
er		0.0	-2	no legal close neighbours
fS		0.0	-2	no legal close neighbours
fa		0.0	-2	no legal close neighbours
fi		0.0	-2	no legal close neighbours
gy		0.0	-2	no legal close neighbours
he		0.0	-2	no legal close neighbours
ho		0.0	-2	no legal close neighbours
i5		0.0	-2	no legal close neighbours
i9		0.0	-2	no legal close neighbours
iO		0.0	-2	no legal close neighbours
iV		0.0	-2	no legal close neighbours
ib		0.0	-2	no legal close neighbours
ii		0.0	-2	no legal close neighbours
ik		0.0	-2	no legal close neighbours
il		0.0	-2	no legal close neighbours
io		0.0	-2	no legal close neighbours
iq		0.0	-2	no legal close neighbours
ja		0.0	-2	no legal close neighbours
jo		0.0	-2	no legal close neighbours
kq		0.0	-2	no legal close neighbours
lO		0.0	-2	no legal close neighbours
la		0.0	-2	no legal close neighbours
li		0.0	-2	no legal close neighbours
ll		0.0	-2	no legal close neighbours
ly		0.0	-2	no legal close neighbours
lË		0.0	-2	no legal close neighbours
ló		0.0	-2	no legal close neighbours
na		0.0	-2	no legal close neighbours
of		0.0	-2	no legal close neighbours
ol		0.0	-2	no legal close neighbours
on		0.0	-2	no legal close neighbours
oy		0.0	-2	no legal close neighbours
pV		0.0	-2	no legal close neighbours
pa		0.0	-2	no legal close neighbours
pf		0.0	-2	no legal close neighbours
re		0.0	-2	no legal close neighbours
ry		0.0	-2	no legal close neighbours
ta		0.0	-2	no legal close neighbours
tb		0.0	-2	no legal close neighbours
tl		0.0	-2	no legal close neighbours
tè		0.0	-2	no legal close neighbours
uw		0.0	-2	no legal close neighbours
uy		0.0	-2	no legal close neighbours
wl		0.0	-2	no legal close neighbours
yl		0.0	-2	no legal close neighbours
ys		0.0	-2	no legal close neighbours
£d		0.0	-2	no legal close neighbours
Ëd		0.0	-2	no legal close neighbours
ÏÈ		0.0	-2	no legal close neighbours
ÜE		0.0	-2	no legal close neighbours
ïö		0.0	-2	no legal close neighbours
ül		0.0	-2	no legal close neighbours
üw		0.0	-2	no legal close neighbours
0		0.0	-2	no legal close neighbours
1		0.0	-2	no legal close neighbours
5		0.0	-2	no legal close neighbours
6		0.0	-2	no legal close neighbours
9		0.0	-2	no legal close neighbours
B		0.0	-2	no legal close neighbours
D		0.0	-2	no legal close neighbours
F		0.0	-2	no legal close neighbours
I		0.0	-2	no legal close neighbours
J		0.0	-2	no legal close neighbours
L		0.0	-2	no legal close neighbours
R		0.0	-2	no legal close neighbours
T		0.0	-2	no legal close neighbours
X		0.0	-2	no legal close neighbours
Y		0.0	-2	no legal close neighbours
b		0.0	-2	no legal close neighbours
g		0.0	-2	no legal close neighbours
j		0.0	-2	no legal close neighbours
k		0.0	-2	no legal close neighbours
o		0.0	-2	no legal close neighbours
q		0.0	-2	no legal close neighbours
s		0.0	-2	no legal close neighbours
v		0.0	-2	no legal close neighbours
y		0.0	-2	no legal close neighbours
Ë		0.0	-2	no legal close neighbours
ï		0.0	-2	no legal close neighbours
ö		0.0	-2	no legal close neighbours
bequamend*onseeendodeende5gequetsten		0.0	-3	no legal occurrences at all
datindelantstreeckevanHaturejaerlycx		0.0	-3	no legal occurrences at all
genaemtPanuuaratjangangh;daerinne		0.0	-3	no legal occurrences at all
jaerlycxemaeltytaenderespective		0.0	-3	no legal occurrences at all
principaelslespyscamersaltyts		0.0	-3	no legal occurrences at all
wasgenaemt6uatpo;deselvehadde		0.0	-3	no legal occurrences at all
CangathueMimbod^^endeMonno		0.0	-3	no legal occurrences at all
comendeeyndelyckbyvervolch		0.0	-3	no legal occurrences at all
goettractementvrywilligers		0.0	-3	no legal occurrences at all
niettetwyffelenoffdesaecke		0.0	-3	no legal occurrences at all
Atchindersonwaerdicheeden		0.0	-3	no legal occurrences at all
Hackiem)selveovergelevert		0.0	-3	no legal occurrences at all
realen^adeposilogenomen		0.0	-3	no legal occurrences at all
12Meypassatooverleeden		0.0	-3	no legal occurrences at all
IShondertpicoljaerlycx		0.0	-3	no legal occurrences at all
oorloghsgereetschappen		0.0	-3	no legal occurrences at all
syndealdaergekielhaelt		0.0	-3	no legal occurrences at all
tolvryejoncknaePriaman		0.0	-3	no legal occurrences at all
uytvoerende/mitsgaders		0.0	-3	no legal occurrences at all
