«cc├gr┤	freqContext	freqGram
«ck├y,┤	1	227
«es├y,┤	1	227
«gr├y,┤	1	227
«ha├y,┤	1	227
«he├y,┤	1	227
«id├y,┤	1	227
«in├y,┤	1	227
«ir├y,┤	1	227
«la├y,┤	1	227
«le├y,┤	1	227
«ll├y,┤	1	227
«ng├y,┤	1	227
«ni├y,┤	1	227
«nl├y,┤	1	227
«no├y,┤	1	227
«or├y,┤	1	227
«rb├y,┤	1	227
«rm├y,┤	1	227
«ro├y,┤	1	227
«sc├y,┤	1	227
«ss├y,┤	1	227
«st├y,┤	1	227
«tl├y,┤	1	227
«tr├y,┤	1	227
«ud├y,┤	1	227
«ue├y,┤	1	227
«ut├y,┤	1	227
«uw├y,┤	1	227
«vo├y,┤	1	227
«vr├y,┤	1	227
«lf├fs┤	103	225
«af├fs┤	58	225
« a├fs┤	15	225
«ef├fs┤	13	225
«el├fs┤	8	225
«ha├fs┤	5	225
«of├fs┤	4	225
«yf├fs┤	4	225
«fi├fs┤	3	225
«t ├fs┤	2	225
« o├fs┤	1	225
«, ├fs┤	1	225
«an├fs┤	1	225
«e\├fs┤	1	225
«h ├fs┤	1	225
«ho├fs┤	1	225
«ie├fs┤	1	225
«li├fs┤	1	225
«oi├fs┤	1	225
«wf├fs┤	1	225
«e ├fo┤	68	222
«t ├fo┤	30	222
«in├fo┤	20	222
«n ├fo┤	19	222
«on├fo┤	15	222
«ge├fo┤	9	222
«r ├fo┤	6	222
«nt├fo┤	5	222
«s ├fo┤	5	222
«, ├fo┤	4	222
«. ├fo┤	4	222
«re├fo┤	4	222
« H├fo┤	3	222
«Al├fo┤	3	222
«er├fo┤	3	222
« g├fo┤	2	222
«^ ├fo┤	2	222
«rn├fo┤	2	222
« G├fo┤	1	222
«' ├fo┤	1	222
«2 ├fo┤	1	222
«4 ├fo┤	1	222
«Ca├fo┤	1	222
«H ├fo┤	1	222
«La├fo┤	1	222
«Re├fo┤	1	222
«an├fo┤	1	222
«ef├fo┤	1	222
«i ├fo┤	1	222
«k ├fo┤	1	222
«ns├fo┤	1	222
«o ├fo┤	1	222
«of├fo┤	1	222
«x ├fo┤	1	222
«y ├fo┤	1	222
«• ├fo┤	1	222
«n ├He┤	84	221
«t ├He┤	30	221
«, ├He┤	22	221
«e ├He┤	16	221
«. ├He┤	10	221
«r ├He┤	9	221
«s ├He┤	9	221
«l ├He┤	8	221
«k ├He┤	4	221
«^ ├He┤	3	221
«p ├He┤	3	221
«3 ├He┤	2	221
«6 ├He┤	2	221
«d ├He┤	2	221
«h ├He┤	2	221
«" ├He┤	1	221
«* ├He┤	1	221
«5 ├He┤	1	221
«8 ├He┤	1	221
«: ├He┤	1	221
«; ├He┤	1	221
«L ├He┤	1	221
«S ├He┤	1	221
«U ├He┤	1	221
«b ├He┤	1	221
«ht├He┤	1	221
«m ├He┤	1	221
«u ├He┤	1	221
«y ├He┤	1	221
«» ├He┤	1	221
« E├d*┤	85	220
«n ├d*┤	27	220
«e ├d*┤	18	220
«, ├d*┤	16	220
«" ├d*┤	9	220
«s ├d*┤	8	220
«^ ├d*┤	5	220
«.E├d*┤	4	220
«r ├d*┤	4	220
«t ├d*┤	4	220
«i ├d*┤	3	220
«k ├d*┤	3	220
«l ├d*┤	3	220
« Ë├d*┤	2	220
«* ├d*┤	2	220
«0 ├d*┤	2	220
«5 ├d*┤	2	220
«6 ├d*┤	2	220
«m ├d*┤	2	220
«y ├d*┤	2	220
«° ├d*┤	2	220
«. ├d*┤	1	220
«1 ├d*┤	1	220
«3 ├d*┤	1	220
«4 ├d*┤	1	220
«9 ├d*┤	1	220
«; ├d*┤	1	220
«UE├d*┤	1	220
«d ├d*┤	1	220
«en├d*┤	1	220
«h ├d*┤	1	220
«io├d*┤	1	220
«j ├d*┤	1	220
«o ├d*┤	1	220
«p ├d*┤	1	220
«• ├d*┤	1	220
«af├fg┤	139	219
« a├fg┤	65	219
«of├fg┤	5	219
«He├fg┤	2	219
«fi├fg┤	2	219
«rf├fg┤	2	219
«ai├fg┤	1	219
«at├fg┤	1	219
«fl├fg┤	1	219
«yf├fg┤	1	219
« 1├9 ┤	24	218
«t ├9 ┤	24	218
« 2├9 ┤	19	218
«e ├9 ┤	16	218
« 3├9 ┤	13	218
«, ├9 ┤	13	218
« 4├9 ┤	7	218
«a ├9 ┤	7	218
« 7├9 ┤	6	218
«n ├9 ┤	5	218
«p ├9 ┤	5	218
«r ├9 ┤	4	218
«19├9 ┤	3	218
«21├9 ┤	3	218
«48├9 ┤	3	218
«63├9 ┤	3	218
« 5├9 ┤	2	218
« 6├9 ┤	2	218
«05├9 ┤	2	218
«14├9 ┤	2	218
«28├9 ┤	2	218
«45├9 ┤	2	218
«92├9 ┤	2	218
«^^├9 ┤	2	218
« 8├9 ┤	1	218
« A├9 ┤	1	218
« S├9 ┤	1	218
«. ├9 ┤	1	218
«00├9 ┤	1	218
«03├9 ┤	1	218
«09├9 ┤	1	218
«10├9 ┤	1	218
«15├9 ┤	1	218
«20├9 ┤	1	218
«22├9 ┤	1	218
«26├9 ┤	1	218
«27├9 ┤	1	218
«32├9 ┤	1	218
«35├9 ┤	1	218
«3:├9 ┤	1	218
«44├9 ┤	1	218
«46├9 ┤	1	218
«49├9 ┤	1	218
«51├9 ┤	1	218
«53├9 ┤	1	218
«55├9 ┤	1	218
«57├9 ┤	1	218
«59├9 ┤	1	218
«60├9 ┤	1	218
«62├9 ┤	1	218
«65├9 ┤	1	218
«67├9 ┤	1	218
«72├9 ┤	1	218
«78├9 ┤	1	218
«79├9 ┤	1	218
«84├9 ┤	1	218
«85├9 ┤	1	218
«89├9 ┤	1	218
«9.├9 ┤	1	218
«94├9 ┤	1	218
«95├9 ┤	1	218
«96├9 ┤	1	218
«: ├9 ┤	1	218
«>5├9 ┤	1	218
«V2├9 ┤	1	218
«^/├9 ┤	1	218
«h ├9 ┤	1	218
«k ├9 ┤	1	218
«l ├9 ┤	1	218
«o ├9 ┤	1	218
«s ├9 ┤	1	218
« g├eo┤	109	215
«rn├eo┤	12	215
« b├eo┤	7	215
«n ├eo┤	7	215
« L├eo┤	5	215
«e ├eo┤	5	215
«er├eo┤	5	215
« d├eo┤	3	215
«be├eo┤	3	215
«om├eo┤	3	215
« a├eo┤	2	215
«; ├eo┤	2	215
«bb├eo┤	2	215
«ch├eo┤	2	215
«es├eo┤	2	215
«lv├eo┤	2	215
«nd├eo┤	2	215
«or├eo┤	2	215
«se├eo┤	2	215
«si├eo┤	2	215
«ud├eo┤	2	215
«yd├eo┤	2	215
« t├eo┤	1	215
« v├eo┤	1	215
«0 ├eo┤	1	215
«Di├eo┤	1	215
«ac├eo┤	1	215
«ad├eo┤	1	215
«at├eo┤	1	215
«d ├eo┤	1	215
«dd├eo┤	1	215
«di├eo┤	1	215
«ed├eo┤	1	215
«ge├eo┤	1	215
«h ├eo┤	1	215
«ha├eo┤	1	215
«ht├eo┤	1	215
«ig├eo┤	1	215
«jg├eo┤	1	215
«kd├eo┤	1	215
«la├eo┤	1	215
«mm├eo┤	1	215
«nc├eo┤	1	215
«ng├eo┤	1	215
«nn├eo┤	1	215
«o ├eo┤	1	215
«pi├eo┤	1	215
«r ├eo┤	1	215
«re├eo┤	1	215
«t ├eo┤	1	215
«ta├eo┤	1	215
«u ├eo┤	1	215
«yg├eo┤	1	215
«yp├eo┤	1	215
«ua├rj┤	71	215
«gi├rj┤	33	215
«sa├rj┤	19	215
«nt├rj┤	12	215
«Si├rj┤	11	215
«bo├rj┤	11	215
«ou├rj┤	9	215
«ve├rj┤	8	215
«oo├rj┤	7	215
«ba├rj┤	5	215
« s├rj┤	2	215
«di├rj┤	2	215
«dj├rj┤	2	215
«ge├rj┤	2	215
«ha├rj┤	2	215
«ji├rj┤	2	215
«lo├rj┤	2	215
«oe├rj┤	2	215
«ae├rj┤	1	215
«ca├rj┤	1	215
«dy├rj┤	1	215
«ga├rj┤	1	215
«ic├rj┤	1	215
«ki├rj┤	1	215
«na├rj┤	1	215
«ne├rj┤	1	215
«oa├rj┤	1	215
«pe├rj┤	1	215
«se├rj┤	1	215
«si├rj┤	1	215
«te├rj┤	1	215
«n ├Te┤	84	211
«e ├Te┤	61	211
«t ├Te┤	15	211
«r ├Te┤	9	211
«s ├Te┤	7	211
«, ├Te┤	6	211
«. ├Te┤	5	211
«p ├Te┤	3	211
«0 ├Te┤	2	211
«h ├Te┤	2	211
«l ├Te┤	2	211
«' ├Te┤	1	211
«7 ├Te┤	1	211
«: ├Te┤	1	211
«; ├Te┤	1	211
«Ma├Te┤	1	211
«a ├Te┤	1	211
«an├Te┤	1	211
«d ├Te┤	1	211
«ei├Te┤	1	211
«fi├Te┤	1	211
«m ├Te┤	1	211
«nd├Te┤	1	211
«od├Te┤	1	211
«u ├Te┤	1	211
«yf├Te┤	1	211
«tw├yf┤	62	211
« l├yf┤	34	211
« v├yf┤	34	211
«hr├yf┤	16	211
«bl├yf┤	14	211
«Du├yf┤	10	211
« w├yf┤	7	211
«st├yf┤	7	211
«dr├yf┤	6	211
«Iw├yf┤	4	211
«it├yf┤	3	211
«er├yf┤	2	211
«ot├yf┤	2	211
« s├yf┤	1	211
«Ma├yf┤	1	211
«at├yf┤	1	211
«bi├yf┤	1	211
«lt├yf┤	1	211
«lw├yf┤	1	211
«ve├yf┤	1	211
«vr├yf┤	1	211
«wr├yf┤	1	211
«yr├yf┤	1	211
«n ├In┤	79	210
«e ├In┤	47	210
«t ├In┤	18	210
«. ├In┤	9	210
«r ├In┤	9	210
«, ├In┤	7	210
«a ├In┤	7	210
«s ├In┤	5	210
«t-├In┤	5	210
«l ├In┤	4	210
«8 ├In┤	2	210
«: ├In┤	2	210
«c ├In┤	2	210
«h ├In┤	2	210
«p ├In┤	2	210
«y ├In┤	2	210
«' ├In┤	1	210
«* ├In┤	1	210
«0 ├In┤	1	210
«2 ├In┤	1	210
«E ├In┤	1	210
«L ├In┤	1	210
«f ├In┤	1	210
«» ├In┤	1	210
«n ├An┤	88	209
«, ├An┤	37	209
«e ├An┤	27	209
«r ├An┤	14	209
«t ├An┤	14	209
«. ├An┤	5	209
«l ├An┤	4	209
«s ├An┤	4	209
«' ├An┤	3	209
«o ├An┤	3	209
«a ├An┤	2	209
«y ├An┤	2	209
«) ├An┤	1	209
«; ├An┤	1	209
«^ ├An┤	1	209
«i ├An┤	1	209
«j ├An┤	1	209
«p ├An┤	1	209
«t ├11┤	35	207
«e ├11┤	31	207
«n ├11┤	27	207
«, ├11┤	9	207
«  ├11┤	8	207
«f ├11┤	8	207
«p ├11┤	8	207
«r ├11┤	7	207
«a ├11┤	5	207
«s ├11┤	5	207
« 1├11┤	3	207
« 8├11┤	2	207
«* ├11┤	2	207
«/ ├11┤	2	207
«0.├11┤	2	207
«16├11┤	2	207
«4.├11┤	2	207
«5 ├11┤	2	207
«9.├11┤	2	207
«h ├11┤	2	207
«i ├11┤	2	207
«o ├11┤	2	207
«» ├11┤	2	207
« 2├11┤	1	207
« 3├11┤	1	207
« 4├11┤	1	207
« 5├11┤	1	207
« 7├11┤	1	207
«*1├11┤	1	207
«- ├11┤	1	207
«. ├11┤	1	207
«/'├11┤	1	207
«/*├11┤	1	207
«0:├11┤	1	207
«12├11┤	1	207
«14├11┤	1	207
«15├11┤	1	207
«2.├11┤	1	207
«20├11┤	1	207
«24├11┤	1	207
«37├11┤	1	207
«42├11┤	1	207
«44├11┤	1	207
«5:├11┤	1	207
«6.├11┤	1	207
«61├11┤	1	207
«69├11┤	1	207
«7.├11┤	1	207
«71├11┤	1	207
«7:├11┤	1	207
«89├11┤	1	207
«8:├11┤	1	207
«90├11┤	1	207
«91├11┤	1	207
«9:├11┤	1	207
«: ├11┤	1	207
«k ├11┤	1	207
«m ├11┤	1	207
«« ├11┤	1	207
«—.├11┤	1	207
«ma├yo┤	86	207
«Ta├yo┤	83	207
«Ma├yo┤	12	207
«ro├yo┤	3	207
« s├yo┤	2	207
«ba├yo┤	2	207
«le├yo┤	2	207
«n ├yo┤	2	207
«na├yo┤	2	207
«sp├yo┤	2	207
«'a├yo┤	1	207
«Pa├yo┤	1	207
«an├yo┤	1	207
«ca├yo┤	1	207
«n^├yo┤	1	207
«nm├yo┤	1	207
«oe├yo┤	1	207
«r ├yo┤	1	207
«tl├yo┤	1	207
«ul├yo┤	1	207
«un├yo┤	1	207
«e ├Ra┤	60	206
«n ├Ra┤	55	206
«a ├Ra┤	27	206
«t ├Ra┤	13	206
«r ├Ra┤	8	206
«y ├Ra┤	8	206
«, ├Ra┤	7	206
«o ├Ra┤	7	206
«. ├Ra┤	5	206
«s ├Ra┤	3	206
«; ├Ra┤	2	206
«m ├Ra┤	2	206
«\ ├Ra┤	1	206
«^ ├Ra┤	1	206
«an├Ra┤	1	206
«i ├Ra┤	1	206
«in├Ra┤	1	206
«j ├Ra┤	1	206
«k ├Ra┤	1	206
«p ├Ra┤	1	206
«u ├Ra┤	1	206
«et├c ┤	71	206
«ma├c ┤	20	206
«si├c ┤	15	206
«la├c ┤	14	206
«in├c ┤	11	206
«nd├c ┤	7	206
«ra├c ┤	6	206
«ba├c ┤	5	206
«na├c ┤	5	206
«io├c ┤	4	206
«oo├c ┤	4	206
«an├c ┤	3	206
«ck├c ┤	3	206
«el├c ┤	3	206
«mo├c ┤	3	206
«eo├c ┤	2	206
«jo├c ┤	2	206
«ou├c ┤	2	206
«ri├c ┤	2	206
« D├c ┤	1	206
«' ├c ┤	1	206
«Ma├c ┤	1	206
«bb├c ┤	1	206
«ch├c ┤	1	206
«co├c ┤	1	206
«cr├c ┤	1	206
«da├c ┤	1	206
«dd├c ┤	1	206
«en├c ┤	1	206
«es├c ┤	1	206
«ho├c ┤	1	206
«ia├c ┤	1	206
«lu├c ┤	1	206
«ly├c ┤	1	206
«od├c ┤	1	206
«po├c ┤	1	206
«rg├c ┤	1	206
«sa├c ┤	1	206
«ss├c ┤	1	206
«ud├c ┤	1	206
«uw├c ┤	1	206
«yd├c ┤	1	206
«yn├c ┤	1	206
«do├rp┤	79	204
«wo├rp┤	22	204
«ve├rp┤	18	204
«co├rp┤	17	204
«we├rp┤	15	204
«he├rp┤	10	204
«ha├rp┤	7	204
«ie├rp┤	5	204
«te├rp┤	5	204
« a├rp┤	4	204
«de├rp┤	4	204
«pe├rp┤	4	204
«su├rp┤	4	204
«Se├rp┤	3	204
«be├rp┤	2	204
«pu├rp┤	2	204
«Ve├rp┤	1	204
«Ye├rp┤	1	204
«ge├rp┤	1	204
«n ├Jo┤	94	203
«e ├Jo┤	40	203
«r ├Jo┤	16	203
«, ├Jo┤	15	203
«t ├Jo┤	12	203
«. ├Jo┤	7	203
«a ├Jo┤	6	203
«' ├Jo┤	4	203
«s ├Jo┤	3	203
«l ├Jo┤	2	203
« C├Jo┤	1	203
« d├Jo┤	1	203
«0 ├Jo┤	1	203
«; ├Jo┤	1	203
«et├ 9┤	34	202
«de├ 9┤	26	202
«en├ 9┤	23	202
«op├ 9┤	13	202
« a├ 9┤	12	202
«n,├ 9┤	11	202
«or├ 9┤	7	202
«er├ 9┤	6	202
«an├ 9┤	5	202
«st├ 9┤	4	202
« •├ 9┤	3	202
«ls├ 9┤	3	202
«r,├ 9┤	3	202
« /├ 9┤	2	202
« f├ 9┤	2	202
« »├ 9┤	2	202
«ei├ 9┤	2	202
«nt├ 9┤	2	202
«ol├ 9┤	2	202
«ot├ 9┤	2	202
«rs├ 9┤	2	202
«s,├ 9┤	2	202
«t,├ 9┤	2	202
«te├ 9┤	2	202
«to├ 9┤	2	202
« 2├ 9┤	1	202
« :├ 9┤	1	202
«-,├ 9┤	1	202
«/"├ 9┤	1	202
«/*├ 9┤	1	202
«2.├ 9┤	1	202
«4:├ 9┤	1	202
«7,├ 9┤	1	202
«8.├ 9┤	1	202
«9:├ 9┤	1	202
«De├ 9┤	1	202
«a,├ 9┤	1	202
«ch├ 9┤	1	202
«ck├ 9┤	1	202
«dy├ 9┤	1	202
«e,├ 9┤	1	202
«hs├ 9┤	1	202
«l,├ 9┤	1	202
«n:├ 9┤	1	202
«ns├ 9┤	1	202
«og├ 9┤	1	202
«ra├ 9┤	1	202
«rt├ 9┤	1	202
«s.├ 9┤	1	202
«tc├ 9┤	1	202
«ve├ 9┤	1	202
«we├ 9┤	1	202
«ys├ 9┤	1	202
«e ├t'┤	39	201
«n ├t'┤	39	201
«, ├t'┤	25	201
«k ├t'┤	9	201
«l ├t'┤	9	201
«r ├t'┤	9	201
«a ├t'┤	8	201
«t ├t'┤	8	201
«s ├t'┤	7	201
«h ├t'┤	5	201
«to├t'┤	4	201
«y ├t'┤	4	201
«. ├t'┤	3	201
«ex├t'┤	3	201
«uy├t'┤	3	201
«; ├t'┤	2	201
«er├t'┤	2	201
«es├t'┤	2	201
«lo├t'┤	2	201
«m ├t'┤	2	201
«ui├t'┤	2	201
«x ├t'┤	2	201
«) ├t'┤	1	201
«^ ├t'┤	1	201
«ae├t'┤	1	201
«de├t'┤	1	201
«i ├t'┤	1	201
«ie├t'┤	1	201
«in├t'┤	1	201
«j ├t'┤	1	201
«nt├t'┤	1	201
«o ├t'┤	1	201
«p ├t'┤	1	201
«pe├t'┤	1	201
«wa├s;┤	89	200
« i├s;┤	29	200
«ry├s;┤	17	200
«er├s;┤	11	200
«en├s;┤	6	200
«je├s;┤	5	200
«ff├s;┤	4	200
«yn├s;┤	4	200
«el├s;┤	3	200
«ie├s;┤	3	200
«rt├s;┤	3	200
«ae├s;┤	2	200
«ee├s;┤	2	200
«et├s;┤	2	200
«oo├s;┤	2	200
«or├s;┤	2	200
«se├s;┤	2	200
«to├s;┤	2	200
«ut├s;┤	2	200
«eu├s;┤	1	200
«gh├s;┤	1	200
«ia├s;┤	1	200
«in├s;┤	1	200
«ni├s;┤	1	200
«nt├s;┤	1	200
«ra├s;┤	1	200
«ur├s;┤	1	200
«vo├s;┤	1	200
«vy├s;┤	1	200
«n ├La┤	54	196
«e ├La┤	47	196
«t ├La┤	14	196
«. ├La┤	13	196
«r ├La┤	13	196
«p ├La┤	12	196
«, ├La┤	9	196
«m ├La┤	8	196
«a ├La┤	6	196
«s ├La┤	5	196
«y ├La┤	4	196
«o ├La┤	3	196
«l ├La┤	2	196
«& ├La┤	1	196
«* ├La┤	1	196
«; ├La┤	1	196
«b ├La┤	1	196
«k ├La┤	1	196
«m-├La┤	1	196
«om├ps┤	52	196
« o├ps┤	30	196
«ee├ps┤	27	196
«oo├ps┤	26	196
«ry├ps┤	21	196
«li├ps┤	9	196
«ul├ps┤	8	196
«or├ps┤	7	196
«ra├ps┤	5	196
«ae├ps┤	2	196
«am├ps┤	1	196
«em├ps┤	1	196
«eo├ps┤	1	196
«ha├ps┤	1	196
«im├ps┤	1	196
«pc├ps┤	1	196
«qu├ps┤	1	196
«ti├ps┤	1	196
«uy├ps┤	1	196
«n ├'s┤	64	195
«t ├'s┤	20	195
«e ├'s┤	16	195
«r ├'s┤	15	195
«, ├'s┤	13	195
«s ├'s┤	12	195
«ei├'s┤	10	195
«p ├'s┤	8	195
«. ├'s┤	4	195
«m ├'s┤	4	195
«de├'s┤	3	195
«k ├'s┤	3	195
«o ├'s┤	3	195
«l ├'s┤	2	195
«ns├'s┤	2	195
« -├'s┤	1	195
« 1├'s┤	1	195
« l├'s┤	1	195
«9 ├'s┤	1	195
«; ├'s┤	1	195
«\ ├'s┤	1	195
«an├'s┤	1	195
«h ├'s┤	1	195
«hs├'s┤	1	195
«j ├'s┤	1	195
«oi├'s┤	1	195
«or├'s┤	1	195
«ry├'s┤	1	195
«ui├'s┤	1	195
«un├'s┤	1	195
«y ├'s┤	1	195
«t ├16┤	25	194
«e ├16┤	24	194
«n ├16┤	23	194
«. ├16┤	11	194
«r ├16┤	11	194
«, ├16┤	10	194
«o ├16┤	9	194
«a ├16┤	8	194
« 1├16┤	7	194
« 2├16┤	6	194
«^ ├16┤	6	194
«s ├16┤	6	194
«f ├16┤	5	194
«p ├16┤	5	194
«y ├16┤	4	194
«15├16┤	2	194
«30├16┤	2	194
«56├16┤	2	194
«\ ├16┤	2	194
«j ├16┤	2	194
«  ├16┤	1	194
« 3├16┤	1	194
« 4├16┤	1	194
« 5├16┤	1	194
«/ ├16┤	1	194
«08├16┤	1	194
«1:├16┤	1	194
«20├16┤	1	194
«3.├16┤	1	194
«41├16┤	1	194
«43├16┤	1	194
«55├16┤	1	194
«7.├16┤	1	194
«75├16┤	1	194
«8.├16┤	1	194
«85├16┤	1	194
«87├16┤	1	194
«: ├16┤	1	194
«O:├16┤	1	194
«d ├16┤	1	194
«k ├16┤	1	194
«m ├16┤	1	194
«® ├16┤	1	194
«» ├16┤	1	194
«n ├Na┤	96	193
«e ├Na┤	29	193
«y ├Na┤	10	193
«t ├Na┤	8	193
«a ├Na┤	6	193
«k ├Na┤	5	193
«r ├Na┤	5	193
«, ├Na┤	4	193
«l ├Na┤	4	193
«. ├Na┤	3	193
«s ├Na┤	3	193
«d ├Na┤	2	193
«h ├Na┤	2	193
«i ├Na┤	2	193
«' ├Na┤	1	193
«- ├Na┤	1	193
«0 ├Na┤	1	193
«4 ├Na┤	1	193
«: ├Na┤	1	193
«I ├Na┤	1	193
«d*├Na┤	1	193
«j ├Na┤	1	193
«m ├Na┤	1	193
«o ├Na┤	1	193
«p ├Na┤	1	193
«v ├Na┤	1	193
«w ├Na┤	1	193
«x ├Na┤	1	193
«e ├vl┤	54	192
«n ├vl┤	39	192
«ge├vl┤	16	192
«er├vl┤	15	192
«t ├vl┤	12	192
«nt├vl┤	7	192
«s ├vl┤	6	192
«r ├vl┤	5	192
«. ├vl┤	4	192
«, ├vl┤	3	192
«en├vl┤	3	192
«te├vl┤	3	192
«yt├vl┤	3	192
«0 ├vl┤	2	192
«1 ├vl┤	2	192
«oe├vl┤	2	192
« d├vl┤	1	192
«" ├vl┤	1	192
«' ├vl┤	1	192
«* ├vl┤	1	192
«2 ├vl┤	1	192
«8 ├vl┤	1	192
«a ├vl┤	1	192
«be├vl┤	1	192
«l ├vl┤	1	192
«le├vl┤	1	192
«o ├vl┤	1	192
«om├vl┤	1	192
«st├vl┤	1	192
«x ├vl┤	1	192
«yl├vl┤	1	192
«» ├vl┤	1	192
«ng├b ┤	53	190
«co├b ┤	23	190
«ig├b ┤	22	190
«ic├b ┤	20	190
«oc├b ┤	19	190
«ba├b ┤	8	190
«et├b ┤	7	190
«he├b ┤	7	190
«yg├b ┤	6	190
«ag├b ┤	3	190
«ac├b ┤	2	190
«eg├b ┤	2	190
«er├b ┤	2	190
«og├b ┤	2	190
«rc├b ┤	2	190
« i├b ┤	1	190
«bo├b ┤	1	190
«cö├b ┤	1	190
«ec├b ┤	1	190
«fl├b ┤	1	190
«g[├b ┤	1	190
«ie├b ┤	1	190
«pe├b ┤	1	190
«ra├b ┤	1	190
«rg├b ┤	1	190
«sc├b ┤	1	190
«ti├b ┤	1	190
«ha├d,┤	96	190
«er├d,┤	33	190
«on├d,┤	27	190
«or├d,┤	11	190
«ba├d,┤	6	190
«el├d,┤	5	190
«an├d,┤	3	190
«*E├d,┤	1	190
«Go├d,┤	1	190
«bo├d,┤	1	190
«ee├d,┤	1	190
«en├d,┤	1	190
«ig├d,┤	1	190
«la├d,┤	1	190
«t ├d,┤	1	190
«vi├d,┤	1	190
« o├nb┤	58	190
«ae├nb┤	22	190
«re├nb┤	22	190
«pe├nb┤	19	190
« i├nb┤	14	190
«ke├nb┤	11	190
«ce├nb┤	6	190
«ge├nb┤	6	190
«de├nb┤	4	190
«se├nb┤	4	190
«ai├nb┤	2	190
«le├nb┤	2	190
«me├nb┤	2	190
«ra├nb┤	2	190
«wi├nb┤	2	190
«Ca├nb┤	1	190
«^i├nb┤	1	190
«aa├nb┤	1	190
«be├nb┤	1	190
«bo├nb┤	1	190
«ee├nb┤	1	190
«ey├nb┤	1	190
«eï├nb┤	1	190
«or├nb┤	1	190
«pa├nb┤	1	190
«su├nb┤	1	190
«te├nb┤	1	190
«ua├nb┤	1	190
«wa├nb┤	1	190
« i├nh┤	92	190
«ae├nh┤	18	190
«pa├nh┤	17	190
« o├nh┤	14	190
«be├nh┤	12	190
«re├nh┤	8	190
«ma├nh┤	6	190
«ee├nh┤	5	190
«ge├nh┤	5	190
« A├nh┤	3	190
«de├nh┤	2	190
«ey├nh┤	2	190
«ti├nh┤	2	190
« «├nh┤	1	190
«'e├nh┤	1	190
«di├nh┤	1	190
«va├nh┤	1	190
«e ├Pe┤	58	187
«n ├Pe┤	52	187
«r ├Pe┤	28	187
«t ├Pe┤	24	187
«, ├Pe┤	8	187
«h ├Pe┤	3	187
«p ├Pe┤	3	187
«. ├Pe┤	2	187
«a ├Pe┤	2	187
«» ├Pe┤	2	187
«" ├Pe┤	1	187
«' ├Pe┤	1	187
«er├Pe┤	1	187
«i ├Pe┤	1	187
«k ├Pe┤	1	187
«hr├if┤	50	186
«al├if┤	23	186
«rt├if┤	14	186
« d├if┤	13	186
«ec├if┤	8	186
« g├if┤	6	186
«ef├if┤	6	186
«ha├if┤	5	186
« r├if┤	4	186
«af├if┤	4	186
«lf├if┤	4	186
«of├if┤	4	186
«eg├if┤	3	186
«st├if┤	3	186
«yf├if┤	3	186
« a├if┤	2	186
« s├if┤	2	186
«at├if┤	2	186
«ns├if┤	2	186
«oo├if┤	2	186
«ot├if┤	2	186
«re├if┤	2	186
«rf├if┤	2	186
«rg├if┤	2	186
« f├if┤	1	186
«Ga├if┤	1	186
«ae├if┤	1	186
«cr├if┤	1	186
«di├if┤	1	186
«ed├if┤	1	186
«el├if┤	1	186
«en├if┤	1	186
«ie├if┤	1	186
«ll├if┤	1	186
«ne├if┤	1	186
«ol├if┤	1	186
«on├if┤	1	186
«sc├if┤	1	186
«ta├if┤	1	186
«to├if┤	1	186
«tw├if┤	1	186
«wy├if┤	1	186
«Ju├ny┤	36	186
«de├ny┤	36	186
«wa├ny┤	32	186
«ho├ny┤	8	186
«co├ny┤	7	186
«es├ny┤	7	186
«ta├ny┤	7	186
« s├ny┤	6	186
«To├ny┤	5	186
«ra├ny┤	5	186
«be├ny┤	3	186
«er├ny┤	3	186
«bo├ny┤	2	186
«fs├ny┤	2	186
«ls├ny┤	2	186
«ou├ny┤	2	186
«th├ny┤	2	186
« I├ny┤	1	186
« a├ny┤	1	186
« h├ny┤	1	186
« m├ny┤	1	186
« t├ny┤	1	186
«Ja├ny┤	1	186
«bc├ny┤	1	186
«cr├ny┤	1	186
«di├ny┤	1	186
«e ├ny┤	1	186
«fe├ny┤	1	186
«li├ny┤	1	186
«n ├ny┤	1	186
«na├ny┤	1	186
«o ├ny┤	1	186
«o^├ny┤	1	186
«pa├ny┤	1	186
«t ├ny┤	1	186
«to├ny┤	1	186
«va├ny┤	1	186
«vt├ny┤	1	186
«n ├Be┤	67	185
«e ├Be┤	37	185
«t ├Be┤	24	185
«r ├Be┤	13	185
«, ├Be┤	11	185
«a ├Be┤	7	185
«s ├Be┤	6	185
«p ├Be┤	4	185
«y ├Be┤	3	185
«d ├Be┤	2	185
«o ├Be┤	2	185
«) ├Be┤	1	185
«. ├Be┤	1	185
«5 ├Be┤	1	185
«9 ├Be┤	1	185
«\ ├Be┤	1	185
«b ├Be┤	1	185
«h ├Be┤	1	185
«l ├Be┤	1	185
«— ├Be┤	1	185
«n ├Li┤	61	185
«t ├Li┤	36	185
«e ├Li┤	31	185
«, ├Li┤	20	185
«p ├Li┤	10	185
«r ├Li┤	7	185
«m ├Li┤	6	185
«y ├Li┤	4	185
«s ├Li┤	3	185
«k ├Li┤	2	185
«o ├Li┤	2	185
«. ├Li┤	1	185
«; ├Li┤	1	185
«h ├Li┤	1	185
«n ├To┤	60	182
«e ├To┤	36	182
«r ├To┤	13	182
«m ├To┤	11	182
